Employee ID,first_name,last_name,email,DOB,Telephone,Address,Gender,Trust,Ethnicity,Nationality,Visa Status,Staff Group,Role,Division,Ward,Grade,Salary,Hire Date,Contract Start,Weekly Hours,FTE,Registration Type,Contract Type,Employment Status,Registration Number,NI Number,Registration Expiry Date,DBS Expiry Date,Mandatory Training Completion Date,Mandatory Training Expiry Date,Profile Date
EMP1048,Emma,Smith,jrichards@example.com,1980-04-23,0116 496 0950,"96 Mary Ville
Greenborough
M0 0ZE",Female,Riverside Integrated Care NHS Trust,Asian,China,British Citizen,AHP,Occupational Therapist,Surgery & Cancer,Colorectal Surgery,6,50331,2022-09-11,2022-10-16,15.0,0.4,HCPC,Fixed Term,Inactive,QZ452552,WH950992,2028-08-21,2031-01-08,2026-05-19,2027-07-21,2022-10-02
EMP1049,Justin,Griffiths,trevorwilliams@example.net,1982-10-20,+44115 4960025,"Flat 98B
Palmer Cape
New Elliottland
TD9P 1YF",Male,Valleyview Mental Wellness NHS Trust,Mixed,Thailand,Skilled Worker,Medical,SHO,Clinical Support Services,Physiotherapy,SHO,51728,2018-07-02,2018-07-30,37.5,1.0,GMC,Bank,Suspended,OE185746,TE011939,2030-11-16,2027-09-20,2026-05-26,2027-05-31,2018-07-23
EMP1050,Natasha,Edwards,robin15@example.org,1993-10-21,+44(0)116 496 0078,"0 Graham Summit
Vanessachester
SL50 1AR",Male,Bluewater Community & Rehabilitation NHS Trust,White,United States,British Citizen,AHP,Physiologist,Corporate Services,Facilities Management,6,54617,2023-09-16,2023-10-28,15.0,0.4,None,Bank,Active,QV666918,QR473906,2028-08-30,2028-04-04,2025-12-11,2027-06-18,2023-10-07
EMP1051,Ian,Atkinson,jacquelinebell@example.org,1982-07-28,(0118) 4960816,"0 Gibson Common
North Valerieberg
S30 5EJ",Female,Midlands Central Hospitals NHS Trust,Black,Trinidad and Tobago,Dependent,AHP,Physiotherapist,Surgery & Cancer,General Surgery,6,53697,2019-01-14,2019-02-25,30.0,0.8,HCPC,Bank,Active,OP056937,EU377686,2029-01-29,2028-02-24,2026-02-02,2027-01-22,2019-02-04
EMP1052,Bryan,Steele,holmeshazel@example.net,1966-09-05,01914960053,"Flat 79
Henry Forks
New Dean
E3 6DD",Female,Lakeside District Hospitals NHS Trust,Asian,Thailand,British Citizen,Nursing,Senior Staff Nurse,Critical Care & Anaesthesia,Anaesthesia,6,46117,2025-07-20,2025-08-17,15.0,0.4,GMC,Fixed Term,Active,EB029591,XO995790,2028-03-02,2030-03-21,2026-01-21,2027-04-07,2025-08-10
EMP1053,Natalie,Chapman,katiemoore@example.com,1984-12-17,+44(0)116 496 0506,"311 Linda Harbors
Jacksonmouth
L44 8JS",Male,Eastfield Psychological Services NHS Trust,Black,Jamaica,Dependent,Nursing,Charge Nurse,Clinical Support Services,Physiotherapy,7,60118,2018-12-23,2019-01-20,18.75,0.5,GMC,Permanent,Active,VY001795,ZF850588,2029-12-08,2030-01-10,2025-10-19,2027-03-09,2019-01-13
EMP1054,Grace,Rees,xrose@example.org,1994-09-07,+441134960125,"Flat 8
Jackson Extensions
New Katherine
KW43 6HH",Male,Lakeside District Hospitals NHS Trust,Asian,China,Dependent,AHP,Radiographer,Surgery & Cancer,General Surgery,6,53030,2024-07-31,2024-09-11,30.0,0.8,GMC,Permanent,Active,PH582005,SM019787,2027-12-15,2026-09-16,2025-10-01,2027-05-21,2024-08-21
EMP1055,Malcolm,White,ross47@example.org,1981-01-12,+441144960345,"Flat 28T
Maria Coves
Joelshire
W17 9LB",Female,Riverbank General Hospitals NHS Trust,White,New Zealand,ILR,Admin,Receptionist,Medicine & Acute Care,Acute Medicine,3,27711,2021-12-15,2022-01-19,20.0,0.53,HCPC,Bank,Active,YS626847,SP846128,2031-08-02,2029-10-26,2026-06-26,2027-03-13,2022-01-05
EMP1056,Gavin,Davies,fisherdanielle@example.org,1981-07-31,+441154960828,"041 Jane Village
New Kerry
G93 4RQ",Female,Broadfield Clinical Services NHS Trust,Mixed,Nigeria,Skilled Worker,Nursing,Charge Nurse,Corporate Services,Human Resources,7,64450,2017-02-15,2017-03-22,20.0,0.53,GMC,Bank,Suspended,QY785839,VR410412,2028-11-10,2026-09-28,2026-05-17,2027-07-10,2017-03-08
EMP1057,Jenna,Russell,henryhardy@example.net,1986-03-02,020 7946 0344,"Studio 8
Kirk Center
Kieranmouth
DA4 0EL",Male,Broadfield Clinical Services NHS Trust,Mixed,Barbados,Dependent,Medical,Registrar,Clinical Support Services,Physiotherapy,SPR,79373,2020-12-16,2021-01-13,20.0,0.53,NMC,Permanent,Suspended,BS970329,DU563217,2026-09-24,2029-09-05,2025-11-10,2027-04-30,2021-01-06
EMP1058,Hazel,Jones,urogers@example.org,1991-08-06,+44(0)121 4960645,"01 West Mall
Fowlertown
NW4B 1QY",Female,Valleyview Mental Wellness NHS Trust,White,Canada,Dependent,Medical,Registrar,Emergency & Urgent Care,Emergency Department,SPR,71767,2022-01-21,2022-02-18,30.0,0.8,None,Bank,Suspended,HR625651,GW417382,2026-11-19,2029-08-21,2026-03-31,2027-03-26,2022-02-11
EMP1059,Russell,Pratt,apatel@example.org,1972-08-30,+44(0)808 1570721,"47 Lynn Mall
Lake Tinaside
BT8 0PP",Male,Northwood Mental Health NHS Trust,White,United Kingdom,British Citizen,Admin,Medical Secretary,Surgery & Cancer,Breast Surgery,4,33132,2023-12-08,2024-01-05,37.5,1.0,NMC,Permanent,Suspended,PE132873,HM438475,2028-12-08,2027-08-04,2026-01-04,2027-07-15,2023-12-29
EMP1060,Karen,Smart,jasminebates@example.com,1989-11-24,+44909 8790140,"3 Ali Pines
South Mark
HU50 0TS",Female,Meadowbrook Community Health NHS Trust,Black,Jamaica,ILR,Nursing,Nursery Nurse,Women & Children,Gynaecology,2,25751,2022-09-21,2022-10-19,37.5,1.0,NMC,Permanent,Suspended,CH404632,NS099183,2028-04-13,2030-11-23,2026-07-12,2027-01-05,2022-10-12
EMP1061,Valerie,Phillips,careygeorge@example.org,1994-07-11,(028) 9018756,"2 Gordon Oval
Schofieldshire
NG4H 7AY",Female,Southvale Hospitals NHS Trust,Mixed,China,Dependent,Medical,FY1/FY2,Surgery & Cancer,Neurosurgery,FY1,41700,2025-11-06,2025-12-04,15.0,0.4,GMC,Fixed Term,Inactive,RT077871,PC305280,2030-03-10,2030-12-01,2026-08-23,2026-12-13,2025-11-27
EMP1062,Rita,Hale,mali@example.com,1996-06-03,(0191)4960944,"Flat 68
Sylvia Spring
East Dean
W71 4UL",Female,Westmere Community Health NHS Trust,Asian,India,Skilled Worker,Nursing,Staff Nurse,Women & Children,Obstetrics,5,41673,2016-11-29,2016-12-27,20.0,0.53,None,Fixed Term,Active,DO517506,YO701823,2027-10-24,2027-07-29,2026-06-02,2027-01-04,2016-12-20
EMP1063,Elizabeth,Wilson,fkemp@example.net,1975-08-28,+44191 4960213,"396 Reeves Brooks
Garryfort
W53 1ZP",Male,Broadfield Clinical Services NHS Trust,White,New Zealand,ILR,AHP,Pharmacist,Medicine & Acute Care,Acute Medicine,5,43142,2022-03-20,2022-04-17,20.0,0.53,HCPC,Fixed Term,Inactive,PA069260,JV101194,2029-12-03,2029-12-13,2026-02-05,2026-12-17,2022-04-10
EMP1064,Albert,Ball,wdavis@example.com,1996-08-15,+44(0)141 496 0055,"Studio 57
Bryan Passage
West Megan
TW6Y 3NA",Male,Northshire University Hospitals NHS Trust,Mixed,Ghana,ILR,AHP,Pharmacist,Emergency & Urgent Care,Urgent Care,5,39462,2019-08-03,2019-09-14,30.0,0.8,NMC,Bank,Active,WI666942,TM544377,2028-08-05,2031-01-26,2025-10-03,2027-08-21,2019-08-24
EMP1065,Mohammad,Edwards,ohill@example.org,1978-11-05,+44808 1570375,"41 Alexandra Heights
Lake Elliot
SS22 5JQ",Female,Bluewater Community & Rehabilitation NHS Trust,White,New Zealand,British Citizen,AHP,Physiotherapist,Emergency & Urgent Care,Ambulance Services,6,46341,2019-12-11,2020-01-15,37.5,1.0,GMC,Permanent,Inactive,NV804142,PV579576,2030-07-18,2030-12-10,2026-03-19,2026-10-06,2020-01-01
EMP1066,Shannon,Oliver,jill83@example.com,1984-04-23,+44131 4960687,"Flat 76z
Frederick Extensions
Port Joyce
S7 5NZ",Female,Greenhaven Acute & Specialist Care NHS Trust,White,Canada,ILR,AHP,Speech Therapist,Medicine & Acute Care,Gastroenterology,6,49594,2018-05-11,2018-06-08,37.5,1.0,HCPC,Fixed Term,Inactive,XX377949,KT888759,2030-06-09,2028-07-21,2026-02-23,2026-10-23,2018-06-01
EMP1067,William,Carter,brianbennett@example.com,1988-04-02,(0114) 496 0049,"Studio 79
Josh Greens
Barbarafurt
L9 4JD",Male,Oakridge Community Services NHS Trust,Mixed,Trinidad and Tobago,Dependent,Nursing,Staff Nurse,Corporate Services,IT Support,5,40616,2021-07-19,2021-08-30,20.0,0.53,GMC,Fixed Term,On Leave,JF456324,RD842165,2029-08-29,2028-07-26,2026-08-03,2026-10-18,2021-08-09
EMP1068,Iain,Newton,patelemma@example.net,2006-11-14,+44(0)1914960593,"Studio 98A
Louis Glen
Daymouth
JE7P 2YE",Female,Westmere Community Health NHS Trust,Asian,India,ILR,Medical,FY1/FY2,Emergency & Urgent Care,Ambulance Services,FY1,40058,2018-08-12,2018-09-16,18.75,0.5,GMC,Bank,Inactive,QO249249,QR388312,2030-10-19,2027-03-26,2026-07-19,2027-09-10,2018-09-02
EMP1069,Shane,Hussain,dylan20@example.net,1994-04-30,01414960009,"Flat 2
Mohamed Cliff
Williamshaven
TA6P 7JL",Male,Eastfield Psychological Services NHS Trust,Black,Barbados,Skilled Worker,Nursing,Charge Nurse,Corporate Services,IT Support,7,63304,2019-01-21,2019-03-04,20.0,0.53,None,Fixed Term,Suspended,QM384578,EG071390,2029-09-19,2030-06-02,2025-11-26,2027-02-19,2019-02-11
EMP1070,Suzanne,Warner,george86@example.net,2005-11-16,0131 4960579,"Studio 73K
McCarthy Crossroad
Sharpland
UB05 9GB",Male,Riverside Integrated Care NHS Trust,Black,Nigeria,Dependent,Admin,Receptionist,Women & Children,Postnatal Care,3,30458,2026-05-17,2026-06-14,20.0,0.53,HCPC,Permanent,Suspended,CV545178,NO975587,2026-12-03,2031-04-27,2025-09-13,2027-04-01,2026-06-07
EMP1071,Nicola,Hunter,leahthompson@example.net,1989-06-03,+441184960419,"1 Teresa Estates
North Ronaldton
B59 8FQ",Female,Eastfield Psychological Services NHS Trust,White,Australia,British Citizen,Nursing,Staff Nurse,Corporate Services,Human Resources,5,40483,2024-11-19,2024-12-24,18.75,0.5,HCPC,Permanent,Suspended,EW882135,NI273320,2027-04-07,2029-04-18,2026-04-21,2026-10-19,2024-12-10
EMP1072,Natasha,James,flemingderek@example.net,1962-11-15,020 74960019,"Flat 66f
Kyle River
Hayleybury
G2 6HR",Female,Southvale Hospitals NHS Trust,White,New Zealand,Skilled Worker,Nursing,Charge Nurse,Medicine & Acute Care,Dermatology,7,60824,2018-03-08,2018-04-19,18.75,0.5,HCPC,Fixed Term,Suspended,QZ849498,VT137663,2030-01-19,2028-02-14,2026-07-03,2026-11-05,2018-03-29
EMP1073,Katherine,Steele,catherine39@example.org,1965-12-05,0141 4960874,"Flat 70
Walker Rest
South Benjamin
TN5 8XE",Female,Midlands Central Hospitals NHS Trust,Black,Jamaica,Skilled Worker,AHP,Radiographer,Women & Children,Paediatrics,6,52198,2021-04-01,2021-05-06,30.0,0.8,NMC,Permanent,Inactive,TR550112,AD014830,2028-04-28,2029-09-12,2026-04-03,2026-10-09,2021-04-22
EMP1074,Sara,Fisher,marilyn88@example.com,2002-03-10,+448081570618,"Studio 2
Hammond Ford
Oliverland
WS77 8ZY",Male,Broadfield Clinical Services NHS Trust,White,Canada,ILR,AHP,Occupational Therapist,Emergency & Urgent Care,Minor Injuries Unit,6,47019,2019-04-26,2019-06-07,18.75,0.5,GMC,Bank,Inactive,NU468870,HA429620,2029-01-09,2029-11-10,2025-12-27,2027-08-23,2019-05-17
EMP1075,Angela,Edwards,junegardner@example.org,2002-11-28,+44289018309,"Flat 8
Denis Inlet
Armstrongburgh
G37 6HW",Female,Riverside Integrated Care NHS Trust,White,New Zealand,Dependent,AHP,Physiologist,Medicine & Acute Care,Haematology,6,45580,2024-11-29,2025-01-10,18.75,0.5,GMC,Fixed Term,Inactive,LU567564,OQ965391,2031-01-10,2028-03-16,2026-02-14,2026-11-10,2024-12-20
EMP1076,Andrea,Griffin,qbrown@example.com,1992-07-15,+441154960991,"24 Taylor Ports
Russellborough
PE4H 1LB",Male,Oakridge Community Services NHS Trust,Asian,Japan,Dependent,AHP,Speech Therapist,Medicine & Acute Care,Cardiology,6,44645,2022-11-21,2022-12-19,18.75,0.5,GMC,Fixed Term,Active,XB102615,TZ647874,2031-07-23,2029-04-06,2026-07-08,2026-09-16,2022-12-12
EMP1077,Leslie,Simpson,marilynfoster@example.com,1998-03-28,0121 4960308,"8 Peter Lodge
Trevorbury
RM8V 3WT",Male,Greenhaven Acute & Specialist Care NHS Trust,Black,Ghana,Dependent,Medical,FY1/FY2,Critical Care & Anaesthesia,Intensive Care Unit,FY1,38871,2022-03-14,2022-04-25,37.5,1.0,None,Fixed Term,Active,HX870597,XA349580,2026-10-07,2029-06-19,2025-12-15,2027-04-20,2022-04-04
EMP1078,Glenn,Clements,ustevens@example.org,1986-01-26,(020) 7496 0013,"569 Adam Canyon
South Marieside
CM6 4EX",Female,Horizon Integrated Health Partnership NHS Trust,Black,Barbados,ILR,Medical,SHO,Clinical Support Services,Radiology,SHO,51533,2021-06-02,2021-06-30,15.0,0.4,NMC,Fixed Term,On Leave,DP782682,XO677284,2028-12-18,2027-12-15,2025-10-06,2026-11-25,2021-06-23
EMP1079,Gerard,Reid,tomquinn@example.net,1982-12-08,+44191 496 0931,"Flat 32t
Hall Mountain
Dianeside
JE2 4BQ",Female,Westborough Acute Care NHS Trust,Black,Kenya,Skilled Worker,Nursing,Senior Staff Nurse,Emergency & Urgent Care,Ambulance Services,6,49081,2026-05-01,2026-06-05,15.0,0.4,HCPC,Permanent,Inactive,YD433209,LF150174,2030-07-16,2028-02-07,2026-02-12,2027-03-31,2026-05-22
EMP1080,Maureen,Ryan,naomi91@example.com,1987-09-26,+44(0)151 496 0085,"226 Max Radial
West Guymouth
AL69 6AP",Female,Horizon Integrated Health Partnership NHS Trust,Asian,China,Skilled Worker,Admin,Receptionist,Emergency & Urgent Care,Urgent Care,3,28927,2021-03-26,2021-04-23,30.0,0.8,NMC,Permanent,Active,BT613212,ZG150091,2026-11-16,2028-10-25,2026-07-07,2027-03-04,2021-04-16
EMP1081,Anna,Watson,adamsmarc@example.net,1978-10-03,+44(0)115 4960699,"485 Anne Grove
East Nathanborough
BD3R 2UR",Female,Greenhaven Acute & Specialist Care NHS Trust,White,Canada,British Citizen,Medical,Registrar,Critical Care & Anaesthesia,Intensive Care Unit,SPR,75592,2025-03-18,2025-04-22,30.0,0.8,HCPC,Fixed Term,On Leave,TD351788,WC171375,2027-02-03,2027-04-29,2026-07-13,2027-06-03,2025-04-08
EMP1082,Michael,Davies,wademelissa@example.org,1992-01-04,(0191) 4960045,"Studio 1
Alexander Way
Hayesborough
G30 9RQ",Female,Northshire University Hospitals NHS Trust,Black,South Africa,British Citizen,Nursing,Nursery Nurse,Medicine & Acute Care,Nephrology,2,24543,2023-07-07,2023-08-18,15.0,0.4,None,Fixed Term,Suspended,PO979218,SL993163,2029-04-06,2029-01-13,2026-01-24,2027-06-02,2023-07-28
EMP1083,Stewart,Fry,gerald73@example.com,1975-06-12,+44(0)3069990418,"57 Barry Canyon
Lake Nicholas
SG07 3QB",Female,Broadfield Clinical Services NHS Trust,White,Canada,ILR,AHP,Radiographer,Surgery & Cancer,Breast Surgery,6,53804,2023-01-25,2023-03-01,37.5,1.0,GMC,Permanent,Active,TJ456000,RW699314,2028-12-28,2030-09-16,2026-03-19,2027-04-16,2023-02-15
EMP1084,Rhys,Nicholson,justinjordan@example.org,1988-02-01,(0113) 4960277,"Flat 0
Allen Square
West Ronald
WC7N 6XP",Female,Broadfield Clinical Services NHS Trust,Asian,Japan,Dependent,AHP,Radiographer,Corporate Services,IT Support,6,54044,2026-04-29,2026-05-27,20.0,0.53,None,Bank,On Leave,XK132041,SG784251,2030-12-31,2028-04-15,2025-09-13,2026-09-16,2026-05-20
EMP1085,Eleanor,Hall,charles71@example.org,1989-10-13,(0151) 496 0585,"Studio 75
Shaw Mills
Perrymouth
B4 7UF",Female,Southgate Community & Mental Health NHS Trust,Black,Kenya,Skilled Worker,Admin,Administrator,Women & Children,Postnatal Care,3,31865,2026-08-05,2026-09-16,20.0,0.53,NMC,Permanent,Active,JV678652,FK664428,2027-08-16,2028-07-22,2026-07-06,2026-10-31,2026-08-26
EMP1086,Julie,Fitzgerald,laurenali@example.com,1965-02-26,+44909 879 0092,"71 Evans Union
North Holly
W9 6TF",Female,Eastmoor Teaching Hospitals NHS Trust,White,Australia,ILR,Medical,SHO,Medicine & Acute Care,Nephrology,SHO,50944,2018-02-08,2018-03-15,20.0,0.53,None,Fixed Term,Inactive,KB624787,YU496450,2028-03-30,2027-09-12,2025-10-03,2027-01-13,2018-03-01
EMP1087,Gail,Francis,vincent00@example.org,1962-02-21,+441214960200,"Flat 84X
Harrison Estates
East Sean
N0W 5DQ",Female,Meadowbrook Community Health NHS Trust,Mixed,Japan,ILR,Nursing,Healthcare Assistant,Emergency & Urgent Care,Urgent Care,2,25378,2022-03-26,2022-04-30,20.0,0.53,HCPC,Permanent,Suspended,DI656347,RV941846,2028-03-18,2028-05-31,2025-12-02,2027-03-16,2022-04-16
EMP1088,Donald,Miller,daviesdouglas@example.net,1989-11-12,+44131 4960900,"115 Harrison Manors
Naomiburgh
W8 6NR",Female,Eastfield Psychological Services NHS Trust,Asian,Thailand,Dependent,Admin,Medical Secretary,Clinical Support Services,Occupational Therapy,4,37936,2025-08-15,2025-09-19,37.5,1.0,None,Permanent,Inactive,LC166006,WC628810,2027-08-03,2028-07-26,2026-02-25,2027-09-07,2025-09-05
EMP1089,Chelsea,Little,timothy36@example.org,1984-12-04,+44121 496 0712,"Flat 2
Kevin Route
Lake Mollyside
RG2 9QN",Female,Riverbank General Hospitals NHS Trust,Asian,Japan,ILR,Admin,Medical Secretary,Emergency & Urgent Care,Minor Injuries Unit,4,35697,2021-02-05,2021-03-05,30.0,0.8,NMC,Fixed Term,Inactive,IR585958,KH839641,2030-04-14,2031-05-04,2025-11-03,2027-03-15,2021-02-26
EMP1090,Jacqueline,Nicholson,wrightshaun@example.org,1967-05-31,+44(0)1184960933,"1 Jones Summit
Singhville
B2A 5AB",Male,Bluewater Community & Rehabilitation NHS Trust,Asian,India,ILR,Nursing,Ward Manager,Clinical Support Services,Pathology,8A,65934,2021-09-15,2021-10-27,37.5,1.0,HCPC,Bank,On Leave,HP776415,WX094178,2029-02-02,2029-10-12,2026-08-06,2026-10-19,2021-10-06
EMP1091,Marion,Cartwright,wendy56@example.com,1975-09-05,01914960452,"29 Williams Pike
Newtonfort
NG6M 6LP",Male,Eastfield Psychological Services NHS Trust,Mixed,India,British Citizen,Medical,FY1/FY2,Women & Children,Gynaecology,FY1,38074,2017-10-03,2017-11-14,20.0,0.53,HCPC,Fixed Term,On Leave,DK455609,FN905578,2026-09-18,2027-03-06,2025-12-19,2027-04-22,2017-10-24
EMP1092,Elizabeth,Knight,williamssteven@example.com,2006-10-26,+44114 4960298,"Studio 81V
Fry Pass
Marcchester
IG0A 1SW",Female,Oakridge Community Services NHS Trust,White,Canada,Dependent,Medical,SHO,Emergency & Urgent Care,Minor Injuries Unit,SHO,54537,2022-06-03,2022-07-01,15.0,0.4,NMC,Fixed Term,Active,ES558184,VB988617,2029-02-20,2031-03-31,2025-10-08,2026-12-02,2022-06-24
EMP1093,Shaun,Brooks,johnsonjoshua@example.com,1982-04-07,0161 4960155,"390 Harriet Glen
Port Derek
G3W 4QT",Female,Southgate Community & Mental Health NHS Trust,Black,Kenya,Skilled Worker,Medical,FY1/FY2,Clinical Support Services,Occupational Therapy,FY1,39005,2022-02-07,2022-03-14,30.0,0.8,HCPC,Permanent,Inactive,KC073857,HG450678,2027-08-17,2030-03-28,2026-01-22,2027-02-20,2022-02-28
EMP1094,Andrea,Barker,ucox@example.com,1990-08-10,0306 9990146,"69 Murphy Hollow
North Kirstystad
N69 8NQ",Female,Valleyview Mental Wellness NHS Trust,Mixed,Australia,Dependent,Nursing,Ward Manager,Critical Care & Anaesthesia,Pain Management,8A,69744,2023-03-28,2023-05-09,20.0,0.53,HCPC,Permanent,Inactive,KA956474,OI943360,2028-01-28,2026-10-15,2026-07-26,2027-02-28,2023-04-18
EMP1095,Elliott,Cooper,hwalsh@example.com,1962-10-01,(0909) 8790315,"612 Dunn Turnpike
Danielland
B9 7DS",Female,Horizon Integrated Health Partnership NHS Trust,Asian,China,ILR,Medical,Consultant,Women & Children,Postnatal Care,CONS,127715,2022-09-26,2022-11-07,15.0,0.4,HCPC,Bank,Suspended,UP943102,ZC100848,2030-03-19,2027-11-16,2025-11-10,2026-12-06,2022-10-17
EMP1096,Joan,Carr,paulaadams@example.org,1963-02-24,01314960243,"Flat 4
Howard Cliffs
Hallmouth
DA9 8DQ",Female,Midlands Central Hospitals NHS Trust,White,United Kingdom,British Citizen,Medical,FY1/FY2,Women & Children,Paediatrics,FY1,36679,2025-09-02,2025-10-14,18.75,0.5,None,Fixed Term,Inactive,LG698846,RH950857,2027-04-10,2030-12-06,2026-05-15,2027-01-20,2025-09-23
EMP1097,Rachel,Richardson,clarkluke@example.com,1968-04-16,+44(0)131 4960558,"Studio 37D
Owen Forest
Reevesfurt
B77 1WA",Male,Eastmoor Teaching Hospitals NHS Trust,Mixed,Canada,ILR,Medical,FY1/FY2,Surgery & Cancer,Colorectal Surgery,FY1,40441,2025-07-18,2025-08-22,30.0,0.8,HCPC,Fixed Term,Active,DP745046,CP518694,2028-10-16,2031-07-09,2026-01-08,2027-04-07,2025-08-08
EMP1098,Sara,Parsons,jacksonelaine@example.org,1994-01-25,+44(0)808 1570753,"Flat 0
Brenda Vista
Mauricestad
L3 5XB",Female,Lakeside District Hospitals NHS Trust,Mixed,United Kingdom,Skilled Worker,Nursing,Senior Staff Nurse,Medicine & Acute Care,Haematology,6,54443,2017-04-11,2017-05-16,37.5,1.0,HCPC,Fixed Term,On Leave,AJ167617,EL595524,2031-06-08,2029-11-20,2026-03-13,2027-08-24,2017-05-02
EMP1099,Elliot,Whitehead,davieskenneth@example.net,1980-12-25,0909 8790635,"Flat 62
Leon Keys
Morrisland
L5 2AG",Male,Horizon Integrated Health Partnership NHS Trust,White,Canada,ILR,Nursing,Charge Nurse,Medicine & Acute Care,Acute Medicine,7,61246,2017-11-11,2017-12-16,20.0,0.53,GMC,Bank,Active,EN891199,FB294115,2031-02-22,2030-06-06,2026-03-11,2026-11-13,2017-12-02
EMP1100,Sara,Murray,frederickturner@example.com,2004-06-02,(0113)4960047,"Studio 67
Kerr Forges
West Alexandrahaven
E3S 9ED",Female,Southvale Hospitals NHS Trust,Asian,Thailand,Skilled Worker,AHP,Pharmacist,Medicine & Acute Care,General Surgery,5,37272,2019-07-22,2019-09-02,18.75,0.5,NMC,Permanent,Inactive,KV936083,PT274967,2031-04-16,2026-12-07,2025-11-13,2027-01-01,2019-08-12
EMP1101,Chloe,Rhodes,qrobinson@example.org,1987-03-09,+44(0)1174960301,"Flat 74
Jones Rue
East Jack
BR9 4GJ",Male,Southvale Hospitals NHS Trust,White,United Kingdom,British Citizen,Nursing,Staff Nurse,Corporate Services,IT Support,5,43513,2018-10-16,2018-11-20,20.0,0.53,HCPC,Permanent,Inactive,TW198574,HI854796,2031-07-27,2028-05-23,2026-02-03,2026-12-09,2018-11-06
EMP1102,Bethan,Harris,lesley20@example.org,1999-02-24,+441144960969,"Flat 15E
Norris Hollow
Harveyville
S9F 3JQ",Male,Valleyview Mental Wellness NHS Trust,Asian,Japan,Skilled Worker,AHP,Pharmacist,Surgery & Cancer,Neurosurgery,5,39198,2017-07-19,2017-08-30,20.0,0.53,HCPC,Bank,Suspended,GO002315,CV998229,2030-09-04,2031-07-14,2025-10-10,2027-08-05,2017-08-09
EMP1103,Dean,Dean,kim98@example.org,1963-08-29,+44(0)306 9990517,"Flat 87A
Kennedy Island
West Kimstad
S96 9LA",Male,Northwood Mental Health NHS Trust,White,United Kingdom,ILR,Medical,Registrar,Critical Care & Anaesthesia,Intensive Care Unit,SPR,67471,2025-10-15,2025-11-12,15.0,0.4,None,Bank,On Leave,RG408317,FT837404,2030-07-23,2027-05-30,2025-12-03,2027-05-24,2025-11-05
EMP1104,Tony,Turner,suzanne34@example.com,1970-06-02,+44114 4960962,"Flat 62Q
Pamela Haven
Callumtown
M16 6DU",Female,Eastmoor Teaching Hospitals NHS Trust,Mixed,New Zealand,Dependent,Admin,Data Analyst,Surgery & Cancer,General Surgery,8A,55549,2019-01-12,2019-02-23,18.75,0.5,GMC,Fixed Term,Active,KK480619,YY834317,2027-08-04,2030-12-12,2026-04-09,2027-01-18,2019-02-02
EMP1105,Kevin,Clark,jill63@example.org,1961-08-24,02074960375,"857 Shannon Throughway
Martyntown
FK7H 2RB",Male,Bluewater Community & Rehabilitation NHS Trust,Asian,Japan,Dependent,Admin,Receptionist,Surgery & Cancer,General Surgery,3,28647,2021-10-01,2021-11-12,18.75,0.5,NMC,Bank,On Leave,VR182126,YA975359,2030-08-04,2029-03-29,2025-09-22,2027-06-17,2021-10-22
EMP1106,Vanessa,Edwards,rjohnson@example.net,1971-10-25,+44(0)151 4960067,"3 Grace Stravenue
Griffithsville
N9F 1FF",Female,Eastfield Psychological Services NHS Trust,Black,Nigeria,Dependent,Admin,Medical Secretary,Medicine & Acute Care,Cardiology,4,32881,2019-01-05,2019-02-09,37.5,1.0,HCPC,Fixed Term,Active,HG780058,QN622033,2027-03-20,2029-01-25,2026-01-07,2027-02-09,2019-01-26
EMP1107,Dylan,McLean,laurenevans@example.com,1993-06-01,+44(0)1154960345,"Flat 9
Sanders Ford
South Jacqueline
E95 0PL",Male,Southgate Community & Mental Health NHS Trust,White,Australia,Dependent,AHP,Radiographer,Medicine & Acute Care,Dermatology,6,47918,2019-09-30,2019-11-11,30.0,0.8,None,Fixed Term,Inactive,ME475310,PB860014,2030-02-10,2031-04-27,2026-06-02,2027-04-24,2019-10-21
EMP1108,Mary,Osborne,adavies@example.net,1969-08-12,09098790650,"Studio 89
Norris Harbor
East Georgiaburgh
M7 1JU",Female,Eastfield Psychological Services NHS Trust,White,Australia,ILR,Admin,Receptionist,Clinical Support Services,Pharmacy,3,30754,2026-08-14,2026-09-11,20.0,0.53,GMC,Bank,Active,OE642563,HZ428036,2030-06-25,2028-08-20,2026-04-10,2027-01-08,2026-09-04
EMP1109,Yvonne,Watson,ellislindsey@example.net,1992-11-10,(0116) 496 0860,"Studio 62J
Webb Corner
South Garyhaven
TN72 8SH",Male,Northshire University Hospitals NHS Trust,White,Australia,Dependent,Nursing,Charge Nurse,Emergency & Urgent Care,Emergency Department,7,60371,2019-11-06,2019-12-11,18.75,0.5,HCPC,Permanent,Suspended,QN281650,FU219002,2028-03-12,2028-02-04,2026-02-18,2027-05-18,2019-11-27
EMP1110,Charlie,Thompson,swhite@example.org,2003-01-14,(029) 2018 0985,"5 Alex Fall
Lake Duncanburgh
HP2 5BL",Female,Oakridge Community Services NHS Trust,White,Australia,Dependent,Admin,Receptionist,Clinical Support Services,Pathology,3,31456,2024-05-25,2024-06-29,20.0,0.53,HCPC,Fixed Term,Active,SS336520,RR593601,2026-10-14,2030-07-19,2026-04-06,2026-09-28,2024-06-15
