booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00008435-20260913_210636,2026-12-13,12:45:00,16:45:00,Eastfield Psychological Services NHS Trust,Nursing,Facilities Management,Corporate Services,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0357-20260913_210636,Robin Hughes,Ward Capacity Increase,2024-11-05
BR-00008436-20260913_210636,2027-04-25,13:30:00,16:30:00,Riverbank General Hospitals NHS Trust,Medical,Cardiology,Medicine & Acute Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP1079-20260913_210636,Miss Yvonne Rogers,Training Cover,2025-01-12
BR-00008437-20260913_210636,2027-05-09,00:45:00,01:45:00,Valleyview Mental Wellness NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Physiotherapist,6,22.56,28.21,EMP0127-20260913_210636,Maureen Anderson,Increased Patient Demand,2026-05-20
BR-00008438-20260913_210636,2025-11-20,08:00:00,11:00:00,Northshire University Hospitals NHS Trust,Admin,Communications,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0292-20260913_210636,Josephine Williams,Ward Capacity Increase,2025-02-12
BR-00008439-20260913_210636,2026-05-20,19:00:00,00:00:00,Westborough Acute Care NHS Trust,Medical,Rheumatology,Medicine & Acute Care,Registrar,SHO,SHO,23.08,30.77,EMP0040-20260913_210636,Shirley Johnson,Night Shift Cover,2025-11-02
BR-00008440-20260913_210636,2026-01-10,00:30:00,02:30:00,Lakeside District Hospitals NHS Trust,AHP,Geriatrics,Medicine & Acute Care,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0063-20260913_210636,Jeremy Burke-Hall,Maternity Leave Cover,2026-05-01
BR-00008441-20260913_210636,2026-09-30,21:00:00,22:00:00,Southgate Community & Mental Health NHS Trust,Admin,Finance,Corporate Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP1176-20260913_210636,Dr Jordan James,Additional Patient Safety Cover,2025-11-11
BR-00008442-20260913_210636,2027-05-26,12:15:00,14:15:00,Midlands Central Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP0827-20260913_210636,Brian Lawrence,Sickness Cover,2025-10-03
BR-00008443-20260913_210636,2026-01-01,11:30:00,23:30:00,Southgate Community & Mental Health NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Receptionist,Administrator,3,13.33,16.41,EMP0747-20260913_210636,Georgina Pickering,Increased Patient Demand,2026-09-06
BR-00008444-20260913_210636,2025-12-05,11:45:00,12:45:00,Riverside Integrated Care NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0723-20260913_210636,Sylvia Brookes-Mann,Staff Redeployment,2026-03-14
BR-00008445-20260913_210636,2027-07-06,01:15:00,07:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Oncology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0965-20260913_210636,Jayne Hutchinson,Annual Leave Cover,2026-05-24
BR-00008446-20260913_210636,2027-04-22,10:45:00,19:45:00,Riverbank General Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Receptionist,3,13.33,16.41,EMP0593-20260913_210636,Danny Brady,Staff Shortage,2025-07-25
BR-00008447-20260913_210636,2026-03-29,10:45:00,11:45:00,Westborough Acute Care NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0292-20260913_210636,Ellie Bailey,Training Cover,2024-11-22
BR-00008448-20260913_210636,2026-04-20,08:15:00,20:15:00,Broadfield Clinical Services NHS Trust,Medical,Neurology,Medicine & Acute Care,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0090-20260913_210636,Kirsty Farrell,Ward Capacity Increase,2026-05-23
BR-00008449-20260913_210636,2027-06-18,15:30:00,23:30:00,Southgate Community & Mental Health NHS Trust,Medical,Human Resources,Corporate Services,GP,GP,GP,46.15,61.54,EMP0631-20260913_210636,Dr Craig Cunningham,Annual Leave Cover,2025-10-08
BR-00008450-20260913_210636,2027-09-09,01:00:00,07:00:00,Northwood Mental Health NHS Trust,Medical,Facilities Management,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0212-20260913_210636,Mrs Megan Watts,Bank Holiday Cover,2024-10-25
BR-00008451-20260913_210636,2026-02-01,15:45:00,16:45:00,Riverbank General Hospitals NHS Trust,AHP,Postnatal Care,Women & Children,Physiologist,Speech Therapist,6,22.56,28.21,EMP0647-20260913_210636,Rebecca Barber,Annual Leave Cover,2025-09-06
BR-00008452-20260913_210636,2027-03-04,08:45:00,20:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,General Surgery,Surgery & Cancer,GP,SHO,SHO,23.08,30.77,EMP0156-20260913_210636,Garry Wilson,Ward Capacity Increase,2025-09-07
BR-00008453-20260913_210636,2026-03-14,11:00:00,18:00:00,Southvale Hospitals NHS Trust,Medical,Endocrinology,Medicine & Acute Care,SHO,FY1/FY2,FY1,18.46,21.54,EMP0159-20260913_210636,Joseph Williams,Emergency Cover,2025-03-13
BR-00008454-20260913_210636,2027-03-10,17:30:00,18:30:00,Midlands Central Hospitals NHS Trust,Medical,Geriatrics,Medicine & Acute Care,FY1/FY2,GP,GP,46.15,61.54,EMP1014-20260913_210636,Georgia Miller,Increased Patient Demand,2025-01-12
BR-00008455-20260913_210636,2027-07-24,17:00:00,02:00:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0803-20260913_210636,Dr Sylvia Cook,Emergency Cover,2025-10-10
BR-00008456-20260913_210636,2026-11-12,01:00:00,02:00:00,Westmere Community Health NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiotherapist,Radiographer,6,22.56,28.21,EMP1076-20260913_210636,Joyce Singh,Operational Requirement,2026-02-15
BR-00008457-20260913_210636,2026-08-03,11:00:00,14:00:00,Westborough Acute Care NHS Trust,Nursing,Pathology,Clinical Support Services,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0065-20260913_210636,Rita Dunn,Increased Patient Demand,2026-07-14
BR-00008458-20260913_210636,2027-04-08,08:30:00,11:30:00,Meadowbrook Community Health NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0356-20260913_210636,Alice Wright,Operational Requirement,2026-03-11
BR-00008459-20260913_210636,2027-03-12,01:30:00,10:30:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Postnatal Care,Women & Children,Consultant,SHO,SHO,23.08,30.77,EMP0085-20260913_210636,Carole Jackson,Weekend Cover,2025-05-31
BR-00008460-20260913_210636,2026-09-18,11:30:00,21:30:00,Eastfield Psychological Services NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiotherapist,Radiographer,6,22.56,28.21,EMP0565-20260913_210636,William Doyle,Night Shift Cover,2025-09-02
BR-00008461-20260913_210636,2026-07-31,12:00:00,16:00:00,Eastfield Psychological Services NHS Trust,Admin,Finance,Corporate Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP0261-20260913_210636,Dr Martyn Price,Specialist Skills Required,2025-08-02
BR-00008462-20260913_210636,2027-06-08,21:30:00,07:30:00,Northshire University Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Receptionist,3,13.33,16.41,EMP0798-20260913_210636,Lewis Reed,Study Leave Cover,2025-03-26
BR-00008463-20260913_210636,2027-04-30,22:30:00,03:30:00,Westmere Community Health NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP0244-20260913_210636,Dr Katie Smith,Training Cover,2025-10-24
BR-00008464-20260913_210636,2026-04-09,23:00:00,04:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP0708-20260913_210636,Jack Warren,Sickness Cover,2025-04-13
BR-00008465-20260913_210636,2027-03-22,16:45:00,17:45:00,Riverbank General Hospitals NHS Trust,Admin,Gynaecology,Women & Children,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0750-20260913_210636,Harry Wood,Staff Redeployment,2026-08-15
BR-00008466-20260913_210636,2025-12-01,10:30:00,15:30:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Radiology,Clinical Support Services,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0619-20260913_210636,Lisa Wilkinson-McLean,Unexpected Absence,2024-10-10
BR-00008467-20260913_210636,2027-07-23,15:45:00,20:45:00,Valleyview Mental Wellness NHS Trust,Medical,Infectious Diseases,Medicine & Acute Care,Registrar,GP,GP,46.15,61.54,EMP0291-20260913_210636,Dr Melissa Reed,Emergency Cover,2026-07-12
BR-00008468-20260913_210636,2025-12-25,01:30:00,03:30:00,Northshire University Hospitals NHS Trust,Admin,Pharmacy,Clinical Support Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP0749-20260913_210636,Dr Helen Matthews,Increased Patient Demand,2025-03-22
BR-00008469-20260913_210636,2027-06-01,08:00:00,14:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0359-20260913_210636,Miss Victoria Williamson,Night Shift Cover,2025-03-30
BR-00008470-20260913_210636,2027-08-03,22:15:00,02:15:00,Meadowbrook Community Health NHS Trust,AHP,Facilities Management,Corporate Services,Pharmacist,Pharmacist,5,18.97,23.08,EMP0975-20260913_210636,Paula Cooper-Kemp,Training Cover,2024-11-18
BR-00008471-20260913_210636,2026-12-02,23:00:00,06:00:00,Southgate Community & Mental Health NHS Trust,Nursing,General Surgery,Surgery & Cancer,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0344-20260913_210636,Rachael Williams,Study Leave Cover,2026-07-17
BR-00008472-20260913_210636,2025-10-11,09:45:00,13:45:00,Westmere Community Health NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiotherapist,Physiotherapist,6,22.56,28.21,EMP1181-20260913_210636,Christopher Brown,Training Cover,2026-06-30
BR-00008473-20260913_210636,2027-07-20,02:00:00,10:00:00,Broadfield Clinical Services NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0704-20260913_210636,Aimee Fisher,Night Shift Cover,2026-02-17
BR-00008474-20260913_210636,2027-09-05,12:15:00,18:15:00,Oakridge Community Services NHS Trust,Nursing,Pathology,Clinical Support Services,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0352-20260913_210636,Miss Natalie Davies,Annual Leave Cover,2025-02-26
BR-00008475-20260913_210636,2026-03-04,02:45:00,11:45:00,Southvale Hospitals NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0566-20260913_210636,Joshua Newton-Bates,Additional Patient Safety Cover,2026-06-23
BR-00008476-20260913_210636,2026-06-14,07:45:00,13:45:00,Westborough Acute Care NHS Trust,Admin,Infectious Diseases,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP0128-20260913_210636,Mr Carl Akhtar,Specialist Skills Required,2026-06-15
BR-00008477-20260913_210636,2026-01-06,15:15:00,18:15:00,Westmere Community Health NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0474-20260913_210636,Julia Knight,Sickness Cover,2025-11-12
BR-00008478-20260913_210636,2026-08-19,01:30:00,04:30:00,Riverside Integrated Care NHS Trust,Nursing,Gynaecology,Women & Children,Nursery Nurse,Nursery Nurse,2,12.31,14.36,EMP0450-20260913_210636,Andrea Stokes-Day,Bank Holiday Cover,2026-05-02
BR-00008479-20260913_210636,2026-08-12,06:45:00,09:45:00,Broadfield Clinical Services NHS Trust,AHP,Finance,Corporate Services,Occupational Therapist,Pharmacist,5,18.97,23.08,EMP0026-20260913_210636,Ricky Fuller,High Acuity Patients,2025-09-07
BR-00008480-20260913_210636,2027-02-15,01:00:00,08:00:00,Westmere Community Health NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiologist,Speech Therapist,6,22.56,28.21,EMP0604-20260913_210636,Ms Gemma Brookes,Emergency Cover,2026-04-25
BR-00008481-20260913_210636,2025-09-25,17:45:00,01:45:00,Riverside Integrated Care NHS Trust,Nursing,Radiology,Clinical Support Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0500-20260913_210636,Ms Carole Burgess,Additional Patient Safety Cover,2026-07-15
BR-00008482-20260913_210636,2027-06-07,03:15:00,06:15:00,Eastfield Psychological Services NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Receptionist,Administrator,3,13.33,16.41,EMP0194-20260913_210636,June Preston,Unexpected Absence,2026-07-11
BR-00008483-20260913_210636,2026-11-17,13:45:00,17:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0986-20260913_210636,Leigh Taylor-Banks,Maternity Leave Cover,2025-04-05
BR-00008484-20260913_210636,2026-05-09,07:30:00,14:30:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0602-20260913_210636,Maria Edwards,Specialist Skills Required,2025-12-20
BR-00008485-20260913_210636,2026-02-02,14:30:00,17:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Endocrinology,Medicine & Acute Care,Registrar,Consultant,CONS,48.72,71.79,EMP0654-20260913_210636,Dr Charles Ball,New Service Requirement,2024-10-12
BR-00008486-20260913_210636,2026-06-04,03:45:00,11:45:00,Oakridge Community Services NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0771-20260913_210636,Dr Ian Reynolds,New Service Requirement,2026-05-15
BR-00008487-20260913_210636,2027-05-04,12:45:00,19:45:00,Hillcrest Medical Centres NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Administrator,Receptionist,3,13.33,16.41,EMP0027-20260913_210636,Kirsty Bennett,Unexpected Absence,2026-06-13
BR-00008488-20260913_210636,2027-05-03,08:00:00,20:00:00,Valleyview Mental Wellness NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0224-20260913_210636,Ashley Jones,Bank Holiday Cover,2025-08-18
BR-00008489-20260913_210636,2027-02-13,02:30:00,13:30:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Receptionist,Administrator,3,13.33,16.41,EMP1125-20260913_210636,Rhys Watts-Randall,Bank Holiday Cover,2025-08-02
BR-00008490-20260913_210636,2027-03-14,17:45:00,19:45:00,Lakeside District Hospitals NHS Trust,AHP,Radiology,Clinical Support Services,Speech Therapist,Radiographer,6,22.56,28.21,EMP0473-20260913_210636,Jason Slater,Staff Shortage,2026-06-03
BR-00008491-20260913_210636,2027-09-04,00:45:00,12:45:00,Broadfield Clinical Services NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,SHO,Consultant,CONS,48.72,71.79,EMP1165-20260913_210636,Bethany Campbell,Increased Patient Demand,2025-10-03
BR-00008492-20260913_210636,2027-06-05,03:15:00,04:15:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0201-20260913_210636,Lydia Clark,Additional Patient Safety Cover,2026-01-24
BR-00008493-20260913_210636,2026-10-14,22:45:00,09:45:00,Riverbank General Hospitals NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0288-20260913_210636,Helen Miller,Staff Redeployment,2026-05-13
BR-00008494-20260913_210636,2026-05-29,01:30:00,04:30:00,Northshire University Hospitals NHS Trust,Medical,IT Support,Corporate Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0572-20260913_210636,Kirsty Mitchell,Bank Holiday Cover,2025-02-15
BR-00008495-20260913_210636,2026-12-24,16:30:00,20:30:00,Oakridge Community Services NHS Trust,Admin,Facilities Management,Corporate Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0397-20260913_210636,Dr Tracy Brown,Study Leave Cover,2026-08-06
BR-00008496-20260913_210636,2026-06-10,12:30:00,00:30:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Finance,Corporate Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0186-20260913_210636,Vincent O'Neill,Weekend Cover,2025-10-31
BR-00008497-20260913_210636,2027-06-15,20:15:00,08:15:00,Oakridge Community Services NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Pharmacist,Radiographer,6,22.56,28.21,EMP0702-20260913_210636,Dr Valerie Arnold,Emergency Cover,2026-06-09
BR-00008498-20260913_210636,2025-12-25,03:45:00,11:45:00,Eastfield Psychological Services NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Consultant,SHO,SHO,23.08,30.77,EMP0372-20260913_210636,Sheila Stone,Bank Holiday Cover,2025-11-16
BR-00008499-20260913_210636,2026-05-09,06:15:00,15:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0205-20260913_210636,Dr Ronald Storey,Maternity Leave Cover,2024-10-28
BR-00008500-20260913_210636,2026-04-03,12:00:00,23:00:00,Northwood Mental Health NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Data Analyst,Receptionist,3,13.33,16.41,EMP0391-20260913_210636,Alan Patel,Training Cover,2025-02-15
BR-00008501-20260913_210636,2025-10-24,20:00:00,07:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,GP,SHO,SHO,23.08,30.77,EMP0009-20260913_210636,Gail Bibi,Increased Patient Demand,2025-12-05
BR-00008502-20260913_210636,2026-12-07,14:00:00,01:00:00,Midlands Central Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0253-20260913_210636,Ms Ellie Nicholls,Specialist Skills Required,2026-04-03
BR-00008503-20260913_210636,2027-05-04,03:45:00,12:45:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Obstetrics,Women & Children,Physiologist,Radiographer,6,22.56,28.21,EMP1028-20260913_210636,Mr Stanley Tyler,Staff Redeployment,2026-09-07
BR-00008504-20260913_210636,2027-03-07,20:30:00,07:30:00,Hillcrest Medical Centres NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0926-20260913_210636,Cameron Bishop,Annual Leave Cover,2025-04-07
BR-00008505-20260913_210636,2027-05-06,07:45:00,09:45:00,Southvale Hospitals NHS Trust,Medical,Finance,Corporate Services,SHO,Registrar,SPR,33.33,43.59,EMP0073-20260913_210636,Alice Vaughan,Staff Shortage,2025-01-02
BR-00008506-20260913_210636,2027-03-05,12:30:00,14:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Endocrinology,Medicine & Acute Care,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0005-20260913_210636,Keith Harper,Night Shift Cover,2024-11-02
BR-00008507-20260913_210636,2027-06-02,03:30:00,12:30:00,Southvale Hospitals NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0505-20260913_210636,Ms Lynne Bailey,Training Cover,2026-08-22
BR-00008508-20260913_210636,2026-10-15,02:30:00,09:30:00,Midlands Central Hospitals NHS Trust,Admin,Physiotherapy,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP1055-20260913_210636,Miss Hilary Chambers,Sickness Cover,2025-03-31
BR-00008509-20260913_210636,2027-02-01,03:30:00,04:30:00,Riverside Integrated Care NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0512-20260913_210636,Dylan Mellor,Ward Capacity Increase,2025-01-06
BR-00008510-20260913_210636,2026-03-03,19:00:00,00:00:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0818-20260913_210636,Leonard Dobson,Additional Patient Safety Cover,2025-07-18
BR-00008511-20260913_210636,2026-02-25,23:30:00,11:30:00,Lakeside District Hospitals NHS Trust,Nursing,Oncology,Medicine & Acute Care,Nursery Nurse,Nursery Nurse,2,12.31,14.36,EMP1158-20260913_210636,Dr Alex Poole,Specialist Skills Required,2024-10-15
BR-00008512-20260913_210636,2026-07-09,22:15:00,03:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,IT Support,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0120-20260913_210636,Ms Helen Harris,Unexpected Absence,2026-02-26
BR-00008513-20260913_210636,2027-04-12,17:15:00,05:15:00,Midlands Central Hospitals NHS Trust,Admin,Pharmacy,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0120-20260913_210636,Stephanie Gill,Weekend Cover,2024-09-27
BR-00008514-20260913_210636,2026-03-19,19:15:00,20:15:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Radiology,Clinical Support Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0927-20260913_210636,Jay Cooke,High Acuity Patients,2026-05-23
BR-00008515-20260913_210636,2026-09-23,06:30:00,11:30:00,Westborough Acute Care NHS Trust,Admin,Radiology,Clinical Support Services,Administrator,Administrator,3,13.33,16.41,EMP0380-20260913_210636,Dr Dale Tucker,Unexpected Absence,2026-06-06
BR-00008516-20260913_210636,2026-06-27,10:30:00,18:30:00,Meadowbrook Community Health NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0234-20260913_210636,Terry Miller,Sickness Cover,2026-03-27
BR-00008517-20260913_210636,2026-12-31,23:00:00,08:00:00,Southvale Hospitals NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,Consultant,GP,GP,46.15,61.54,EMP0084-20260913_210636,Tom Ellis-Gibson,Staff Shortage,2025-08-11
BR-00008518-20260913_210636,2027-04-23,04:00:00,09:00:00,Southvale Hospitals NHS Trust,Admin,General Surgery,Surgery & Cancer,Administrator,Administrator,3,13.33,16.41,EMP0736-20260913_210636,Ms Julia Hewitt,High Acuity Patients,2026-06-11
BR-00008519-20260913_210636,2026-05-19,23:00:00,06:00:00,Riverside Integrated Care NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,SHO,GP,GP,46.15,61.54,EMP1088-20260913_210636,Nicola Humphreys,Weekend Cover,2025-11-20
BR-00008520-20260913_210636,2026-03-03,06:15:00,13:15:00,Southgate Community & Mental Health NHS Trust,Nursing,Human Resources,Corporate Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0301-20260913_210636,Alex Williams,Planned Leave Cover,2026-01-14
BR-00008521-20260913_210636,2026-09-11,10:30:00,19:30:00,Meadowbrook Community Health NHS Trust,AHP,Human Resources,Corporate Services,Speech Therapist,Physiologist,6,22.56,28.21,EMP0357-20260913_210636,Mr Jay Mason,Night Shift Cover,2025-01-05
BR-00008522-20260913_210636,2026-03-14,20:45:00,01:45:00,Oakridge Community Services NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Radiographer,Physiologist,6,22.56,28.21,EMP0135-20260913_210636,Amelia Moore,Annual Leave Cover,2024-11-19
BR-00008523-20260913_210636,2026-05-31,11:00:00,16:00:00,Eastfield Psychological Services NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP1191-20260913_210636,Henry Manning,Increased Patient Demand,2026-07-22
BR-00008524-20260913_210636,2027-08-16,05:45:00,07:45:00,Southvale Hospitals NHS Trust,Nursing,General Surgery,Surgery & Cancer,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0331-20260913_210636,Ann Mitchell,Emergency Cover,2026-01-16
BR-00008525-20260913_210636,2027-05-27,10:00:00,16:00:00,Oakridge Community Services NHS Trust,Medical,Postnatal Care,Women & Children,Registrar,Registrar,SPR,33.33,43.59,EMP0483-20260913_210636,Terry Edwards,Sickness Cover,2025-09-15
BR-00008526-20260913_210636,2026-02-21,21:45:00,03:45:00,Riverside Integrated Care NHS Trust,Medical,Geriatrics,Medicine & Acute Care,GP,GP,GP,46.15,61.54,EMP0107-20260913_210636,Martin Hart,Maternity Leave Cover,2025-04-18
BR-00008527-20260913_210636,2026-08-10,02:45:00,07:45:00,Eastfield Psychological Services NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0587-20260913_210636,Eleanor Bates-Sims,Increased Patient Demand,2026-07-30
BR-00008528-20260913_210636,2025-11-19,03:15:00,12:15:00,Oakridge Community Services NHS Trust,Nursing,Paediatrics,Women & Children,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0590-20260913_210636,Judith Myers-Turner,Staff Shortage,2026-06-03
BR-00008529-20260913_210636,2026-01-02,16:30:00,04:30:00,Horizon Integrated Health Partnership NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0135-20260913_210636,Mr Dale Berry,Unexpected Absence,2026-01-05
BR-00008530-20260913_210636,2026-06-18,07:00:00,18:00:00,Midlands Central Hospitals NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Administrator,3,13.33,16.41,EMP0783-20260913_210636,Wendy Clarke,Planned Leave Cover,2024-11-17
BR-00008531-20260913_210636,2025-12-18,19:00:00,00:00:00,Valleyview Mental Wellness NHS Trust,Medical,Cardiology,Medicine & Acute Care,SHO,FY1/FY2,FY1,18.46,21.54,EMP0811-20260913_210636,Mohammed Parkin-Wilson,Training Cover,2025-12-02
BR-00008532-20260913_210636,2027-01-11,15:45:00,03:45:00,Southvale Hospitals NHS Trust,AHP,Paediatrics,Women & Children,Radiographer,Pharmacist,5,18.97,23.08,EMP1084-20260913_210636,Dr Maria Thomas,Training Cover,2025-05-07
BR-00008533-20260913_210636,2025-11-12,20:15:00,08:15:00,Eastfield Psychological Services NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0988-20260913_210636,Dr Joseph Gill,Bank Holiday Cover,2025-06-17
BR-00008534-20260913_210636,2026-12-23,00:00:00,01:00:00,Westborough Acute Care NHS Trust,AHP,Finance,Corporate Services,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP1116-20260913_210636,Dr Damian Wright,High Acuity Patients,2025-12-01
BR-00008535-20260913_210636,2025-09-25,05:00:00,16:00:00,Eastfield Psychological Services NHS Trust,Admin,Gastroenterology,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP0334-20260913_210636,Miss Heather Hughes,Staff Redeployment,2026-08-15
BR-00008536-20260913_210636,2026-07-12,08:45:00,19:45:00,Northshire University Hospitals NHS Trust,Medical,Orthopaedics,Surgery & Cancer,FY1/FY2,GP,GP,46.15,61.54,EMP0339-20260913_210636,Mrs Vanessa Hughes,High Acuity Patients,2025-09-15
