emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,salary,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0991,Thomas,Nicholson,turnerrichard@example.com,1995-09-28,+44151 4960311,"28 Amelia Track
New Julianshire
IG01 1DY",Male,Midlands Central Hospitals NHS Trust,White,Canada,ILR,Nursing,Nursery Nurse,Clinical Support Services,2,25683,2025-12-01,2025-12-29,15.0,0.4,HCPC,Bank,Suspended,YJ383025,2029-06-16,PB569722,2030-06-03,2027-08-26,2025-12-22
EMP0992,Donna,Baker,robertstanley@example.com,2005-01-26,0115 496 0396,"17 Francis Curve
Bibichester
W2 4QE",Male,Northwood Mental Health NHS Trust,White,Canada,British Citizen,Admin,Administrator,Medicine & Acute Care,3,29806,2019-08-14,2019-09-18,37.5,1.0,GMC,Fixed Term,Suspended,GL490848,2027-12-25,KB961565,2028-08-20,2027-03-12,2019-09-04
EMP0993,Victoria,Richards,sandra95@example.org,2007-07-19,01164960791,"979 Douglas Extension
Rickytown
FK9X 2QX",Female,Southvale Hospitals NHS Trust,White,United States,ILR,Medical,FY1/FY2,Women & Children,FY1,36127,2024-04-02,2024-05-07,18.75,0.5,HCPC,Permanent,On Leave,YI944605,2027-03-18,EV439826,2028-07-19,2027-03-08,2024-04-23
EMP0994,Kelly,Mills,janicerogers@example.com,1986-12-28,+442074960540,"696 Clive Springs
East Christianborough
RG7E 1LR",Male,Southvale Hospitals NHS Trust,White,New Zealand,British Citizen,AHP,Radiographer,Surgery & Cancer,6,49249,2022-09-04,2022-10-16,37.5,1.0,NMC,Permanent,Active,DS985992,2027-10-17,LN451349,2030-08-20,2027-03-12,2022-09-25
EMP0995,Marcus,Davey,neil73@example.com,1973-05-17,(029) 2018 0420,"69 Bradshaw Underpass
Naylorland
DL81 8RL",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Trinidad and Tobago,ILR,Nursing,Nursery Nurse,Clinical Support Services,2,24877,2021-12-08,2022-01-05,15.0,0.4,NMC,Fixed Term,Active,MN601536,2031-05-18,MJ392342,2029-01-18,2026-10-01,2021-12-29
EMP0996,Joe,Walker,victoriahill@example.net,1972-03-17,01632960870,"845 Paula Park
Port Catherine
HP98 2QX",Female,Westborough Acute Care NHS Trust,White,New Zealand,Dependent,Medical,SHO,Emergency & Urgent Care,SHO,50834,2024-07-19,2024-08-23,30.0,0.8,HCPC,Fixed Term,Active,QX438358,2028-09-03,WI867843,2031-01-10,2027-06-25,2024-08-09
EMP0997,Aaron,Cook,traceysmith@example.com,1986-04-07,+44(0)306 999 0796,"4 Lord Forks
Stanleyfort
E1 0FL",Female,Eastfield Psychological Services NHS Trust,White,Australia,Dependent,Nursing,Nursery Nurse,Clinical Support Services,2,24813,2020-10-29,2020-11-26,20.0,0.53,HCPC,Fixed Term,Suspended,SD930315,2030-03-11,YI866493,2027-01-03,2027-01-04,2020-11-19
EMP0998,Lee,Atkinson,francisnoble@example.net,1993-07-16,(0114) 496 0181,"424 Declan Roads
Popeberg
SM6H 0TU",Male,Valleyview Mental Wellness NHS Trust,Mixed,Barbados,Dependent,AHP,Speech Therapist,Emergency & Urgent Care,6,47964,2023-12-28,2024-01-25,18.75,0.5,GMC,Bank,Suspended,WA198641,2029-05-23,TP055813,2029-11-29,2027-04-27,2024-01-18
EMP0999,Simon,Williams,sharvey@example.net,1969-02-12,0141 4960910,"Studio 0
Lee Plain
South Rita
IV11 8GG",Female,Northshire University Hospitals NHS Trust,Asian,Japan,Dependent,Medical,SHO,Critical Care & Anaesthesia,SHO,46704,2018-09-27,2018-11-01,30.0,0.8,HCPC,Bank,Suspended,UF765411,2031-05-17,SY191075,2026-11-04,2026-11-12,2018-10-18
EMP1000,Alex,Leonard,staceyoliver@example.net,1962-01-12,01164960611,"5 Ellie Squares
Knightside
W8K 6QR",Female,Valleyview Mental Wellness NHS Trust,Black,South Africa,British Citizen,Admin,Receptionist,Emergency & Urgent Care,3,29995,2022-01-11,2022-02-08,37.5,1.0,NMC,Fixed Term,Active,EO437929,2028-08-22,YH786161,2030-06-01,2027-02-28,2022-02-01
EMP1001,Tom,Gill,savageshaun@example.com,1990-09-27,+44(0)28 9018 0062,"Studio 52
Fisher Knoll
Gerardtown
CV9 0ZW",Female,Eastfield Psychological Services NHS Trust,White,New Zealand,Skilled Worker,Admin,Receptionist,Clinical Support Services,3,28367,2024-11-28,2025-01-02,20.0,0.53,None,Fixed Term,Active,LD815450,2030-04-19,GQ375931,2031-05-28,2027-03-18,2024-12-19
EMP1002,Dylan,Potter,halldouglas@example.net,1990-01-21,0115 4960400,"Studio 33D
Wood Roads
Pughland
G0 9LB",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,China,ILR,Medical,Registrar,Medicine & Acute Care,SPR,76566,2025-09-01,2025-10-13,37.5,1.0,None,Permanent,Inactive,AL357870,2030-01-21,ZR563297,2026-12-31,2027-05-20,2025-09-22
EMP1003,Joshua,Pearce,frobinson@example.com,1989-02-25,+44117 496 0643,"Flat 35w
Davies Courts
Kayleighshire
CT3 8HD",Female,Southvale Hospitals NHS Trust,Black,Barbados,British Citizen,Medical,FY1/FY2,Women & Children,FY1,39142,2020-01-25,2020-02-22,18.75,0.5,None,Fixed Term,On Leave,BD522954,2031-01-07,EF049549,2029-07-09,2027-03-13,2020-02-15
EMP1004,Jacob,Owen,hawkinsaimee@example.net,1979-12-29,+44(0)115 4960074,"02 Raymond Passage
Lake Marcus
SG8W 8US",Female,Bluewater Community & Rehabilitation NHS Trust,White,New Zealand,ILR,Medical,Registrar,Corporate Services,SPR,73913,2025-09-19,2025-10-24,30.0,0.8,HCPC,Bank,Suspended,DI181852,2031-08-22,XS855617,2028-09-04,2027-05-02,2025-10-10
EMP1005,Simon,Peters,antonymitchell@example.com,1961-12-05,01134960513,"66 Yates Port
North Frederickberg
BL8 4XF",Male,Bluewater Community & Rehabilitation NHS Trust,Black,Barbados,ILR,Admin,Data Analyst,Women & Children,8A,59404,2018-06-16,2018-07-28,37.5,1.0,GMC,Bank,Suspended,PP401606,2029-08-13,IV774773,2028-08-21,2027-05-19,2018-07-07
EMP1006,Jade,Morris,katherine75@example.org,2003-06-09,(0141) 496 0834,"Studio 58
Sophie Key
Annettehaven
FY49 6NB",Male,Valleyview Mental Wellness NHS Trust,Mixed,India,Skilled Worker,Admin,Medical Secretary,Emergency & Urgent Care,4,34359,2024-03-10,2024-04-14,18.75,0.5,HCPC,Permanent,Inactive,TN035346,2028-04-23,EC647681,2029-08-13,2027-07-01,2024-03-31
EMP1007,Lydia,Rogers,jonesalice@example.net,1977-05-17,+44121 496 0131,"80 Adam Ferry
East Paula
E4H 4TR",Female,Hillcrest Medical Centres NHS Trust,Asian,Japan,Dependent,AHP,Speech Therapist,Women & Children,6,45568,2018-11-01,2018-11-29,37.5,1.0,NMC,Bank,Inactive,XQ827438,2027-01-24,IM641817,2031-01-31,2026-09-17,2018-11-22
EMP1008,Ryan,Savage,yrobinson@example.net,1965-08-25,+441632 960 855,"1 Valerie Lodge
Harrisfort
NR54 6GA",Female,Westmere Community Health NHS Trust,Mixed,Nigeria,ILR,Nursing,Charge Nurse,Critical Care & Anaesthesia,7,64087,2025-07-29,2025-08-26,15.0,0.4,None,Fixed Term,On Leave,QP878533,2028-04-19,KX863054,2029-01-29,2027-03-08,2025-08-19
EMP1009,Christian,Fisher,kelly67@example.org,1997-10-16,+44(0)121 496 0747,"57 Simpson Wall
Davismouth
HR47 6PY",Male,Lakeside District Hospitals NHS Trust,Black,Jamaica,British Citizen,Nursing,Ward Manager,Clinical Support Services,8A,59576,2023-09-06,2023-10-04,15.0,0.4,NMC,Bank,On Leave,PT751267,2028-02-24,WC607387,2027-12-22,2027-05-04,2023-09-27
EMP1010,Frances,Dobson,barbara40@example.org,1987-04-12,+44(0)141 4960036,"5 Joan Meadow
New Bryanburgh
SN1 2LR",Male,Southvale Hospitals NHS Trust,White,United States,Dependent,Admin,Administrator,Emergency & Urgent Care,3,31585,2023-06-01,2023-06-29,30.0,0.8,GMC,Bank,Suspended,UF831105,2027-10-14,WK631747,2027-04-18,2027-06-08,2023-06-22
EMP1011,Louise,Richards,doddrachael@example.net,1996-02-04,+44808 1570429,"130 Ward Isle
Williamsonhaven
SA9X 2RA",Male,Bluewater Community & Rehabilitation NHS Trust,Asian,India,Skilled Worker,Nursing,Nursery Nurse,Medicine & Acute Care,2,26344,2022-01-02,2022-02-06,15.0,0.4,GMC,Permanent,Suspended,IQ370570,2030-08-28,FT825417,2028-12-16,2027-04-03,2022-01-23
EMP1012,Ruth,Perkins,astewart@example.org,1971-08-11,+44(0)29 2018889,"Flat 45
Watkins Stravenue
Stoneshire
BS7V 1SX",Male,Meadowbrook Community Health NHS Trust,Black,South Africa,ILR,Admin,Receptionist,Women & Children,3,26817,2018-03-12,2018-04-23,18.75,0.5,None,Fixed Term,On Leave,WK425046,2027-04-20,UA327485,2027-08-31,2027-07-24,2018-04-02
EMP1013,Emily,Harrison,beverley24@example.org,1983-06-14,+449098790762,"4 Sarah Parkways
Spencerport
TS7E 9XS",Male,Riverside Integrated Care NHS Trust,White,New Zealand,Skilled Worker,Admin,Data Analyst,Medicine & Acute Care,8A,66123,2020-08-16,2020-09-13,30.0,0.8,NMC,Permanent,Active,CM996849,2026-10-07,VC448240,2030-03-26,2026-12-17,2020-09-06
EMP1014,Elliot,Jackson,hugheschristian@example.org,1995-12-04,+44(0)117 4960008,"Flat 55
King Summit
Khanview
KW5 9UJ",Female,Southvale Hospitals NHS Trust,Asian,India,Dependent,Nursing,Senior Staff Nurse,Critical Care & Anaesthesia,6,45792,2018-11-04,2018-12-09,37.5,1.0,GMC,Fixed Term,On Leave,VG727677,2030-11-08,RJ190116,2028-04-05,2027-06-25,2018-11-25
EMP1015,Nicole,Day,bbradley@example.net,1964-06-15,+44(0)2074960650,"Flat 4
Smith Freeway
Clareshire
E2S 4QS",Female,Westmere Community Health NHS Trust,Asian,Japan,British Citizen,AHP,Speech Therapist,Emergency & Urgent Care,6,49207,2022-05-03,2022-06-14,30.0,0.8,None,Permanent,On Leave,CX723708,2027-11-14,PT376578,2028-12-08,2026-10-26,2022-05-24
EMP1016,Kirsty,Armstrong,jane18@example.net,1972-11-30,+443069990218,"Studio 51X
Taylor Crescent
East Bryanville
G65 7TS",Female,Eastmoor Teaching Hospitals NHS Trust,Asian,Thailand,ILR,AHP,Physiotherapist,Medicine & Acute Care,6,53589,2024-02-05,2024-03-04,15.0,0.4,HCPC,Fixed Term,On Leave,CS187553,2027-11-28,KX231219,2029-10-10,2027-02-28,2024-02-26
EMP1017,Jenna,Price,smithguy@example.org,1965-10-29,+44115 4960044,"Flat 55
Adrian Trail
Williamsonhaven
E97 8GN",Male,Northshire University Hospitals NHS Trust,Asian,India,ILR,Nursing,Senior Staff Nurse,Medicine & Acute Care,6,46211,2017-05-05,2017-06-09,37.5,1.0,None,Bank,On Leave,HH122486,2030-10-24,QL026058,2028-01-20,2027-03-10,2017-05-26
EMP1018,Louise,Jones,zpage@example.org,1968-07-30,01314960349,"Studio 1
Bowen Isle
North Judithberg
GU1 9JP",Male,Eastfield Psychological Services NHS Trust,Mixed,United States,Dependent,Medical,Registrar,Emergency & Urgent Care,SPR,79638,2022-03-24,2022-04-28,15.0,0.4,HCPC,Permanent,Suspended,QF366368,2031-01-27,JF716984,2029-02-26,2027-08-14,2022-04-14
EMP1019,Rebecca,Johnson,emmamorris@example.net,1975-07-28,+44161 496 0433,"Studio 60C
Warner Hills
Lake Carly
TR66 7BW",Male,Bluewater Community & Rehabilitation NHS Trust,White,United Kingdom,British Citizen,Admin,Administrator,Critical Care & Anaesthesia,3,27689,2025-03-05,2025-04-02,15.0,0.4,NMC,Bank,Suspended,LD580604,2027-09-09,AE226060,2027-06-20,2027-03-11,2025-03-26
EMP1020,Michael,Jones,alexanderward@example.org,1974-10-16,+44(0)117 496 0662,"Flat 1
Josh Center
East Natashaberg
TR42 4SJ",Female,Northshire University Hospitals NHS Trust,White,Australia,Skilled Worker,Nursing,Healthcare Assistant,Clinical Support Services,2,25322,2017-09-23,2017-11-04,30.0,0.8,None,Fixed Term,Active,NH050422,2029-09-15,KP278198,2028-09-29,2026-11-08,2017-10-14
EMP1021,Trevor,Lewis,louiswatson@example.org,2008-07-02,(0151) 496 0836,"Flat 70X
Kelly Views
Kimberleyhaven
DY7 1AX",Female,Southgate Community & Mental Health NHS Trust,Asian,India,Dependent,Medical,FY1/FY2,Women & Children,FY1,41704,2025-12-08,2026-01-19,20.0,0.53,NMC,Bank,Inactive,LC533453,2030-09-16,TY839531,2030-12-12,2027-06-04,2025-12-29
EMP1022,Henry,Green,dbrown@example.net,2005-12-09,0141 4960527,"Flat 51f
Evans Islands
Parkerton
BR29 3NN",Male,Lakeside District Hospitals NHS Trust,Mixed,United Kingdom,Skilled Worker,AHP,Physiotherapist,Emergency & Urgent Care,6,49312,2018-09-23,2018-11-04,20.0,0.53,GMC,Permanent,Suspended,VN753531,2027-12-26,AW682036,2028-04-28,2027-07-19,2018-10-14
EMP1023,Ben,Walker,louiserogers@example.org,1994-03-09,0121 4960738,"174 Edward Islands
Jadeville
CF81 3RS",Male,Bluewater Community & Rehabilitation NHS Trust,Black,South Africa,Dependent,Admin,Receptionist,Women & Children,3,28823,2017-10-14,2017-11-11,37.5,1.0,HCPC,Bank,On Leave,SZ913715,2027-08-06,DB627180,2028-04-05,2027-05-07,2017-11-04
EMP1024,Mohamed,Taylor,briandoyle@example.com,1998-10-21,+44117 4960279,"Flat 56
Alex Hill
Morrisontown
S54 2ZB",Male,Eastfield Psychological Services NHS Trust,Mixed,South Africa,British Citizen,AHP,Physiologist,Critical Care & Anaesthesia,6,54517,2022-03-18,2022-04-22,18.75,0.5,None,Bank,On Leave,BF308458,2026-09-23,MF550368,2031-05-13,2027-01-25,2022-04-08
EMP1025,Deborah,Cooper,heatherfield@example.org,1973-08-26,01134960502,"Flat 58W
Hayley Way
Simpsonfort
BB5W 6FU",Female,Midlands Central Hospitals NHS Trust,Black,Kenya,ILR,Nursing,Staff Nurse,Emergency & Urgent Care,5,37928,2022-09-12,2022-10-17,20.0,0.53,None,Permanent,On Leave,UT752414,2029-09-10,AB708298,2027-08-25,2027-04-06,2022-10-03
EMP1026,Joel,Jones,carolewebster@example.org,1974-02-23,+441614960085,"1 Clayton Ridge
Port Ryan
S1C 7JH",Male,Broadfield Clinical Services NHS Trust,White,United States,Skilled Worker,Nursing,Healthcare Assistant,Medicine & Acute Care,2,25896,2024-04-21,2024-06-02,15.0,0.4,HCPC,Bank,Suspended,ZS534324,2030-10-22,DL171407,2028-10-11,2027-08-02,2024-05-12
EMP1027,Ann,Wilson,conorhowell@example.org,2008-01-28,+441134960492,"Flat 24
Sylvia Mill
East Mohamed
GY4 0LE",Male,Westborough Acute Care NHS Trust,Asian,China,Skilled Worker,AHP,Pharmacist,Clinical Support Services,5,43276,2022-09-22,2022-10-20,15.0,0.4,GMC,Permanent,Active,YK167378,2031-04-09,YQ323781,2031-02-05,2027-07-12,2022-10-13
EMP1028,Louis,Rhodes,hlaw@example.com,2000-09-28,+44191 4960388,"Studio 21
Robin Rest
New Seanstad
WV6V 1PQ",Male,Eastfield Psychological Services NHS Trust,Asian,Thailand,Dependent,AHP,Physiotherapist,Women & Children,6,44407,2017-05-15,2017-06-26,18.75,0.5,HCPC,Fixed Term,Inactive,CS502011,2028-11-03,JK449303,2028-07-26,2026-12-29,2017-06-05
EMP1029,Gillian,Smith,georgestewart@example.org,2006-10-23,(0116) 4960792,"318 Clark Manor
Lake Carlyfort
N9 4HW",Female,Hillcrest Medical Centres NHS Trust,Mixed,Thailand,British Citizen,AHP,Speech Therapist,Surgery & Cancer,6,44872,2022-07-01,2022-08-12,20.0,0.53,None,Bank,Active,BM430862,2031-05-15,ST386651,2026-10-04,2026-10-17,2022-07-22
EMP1030,Natasha,Summers,craigshaw@example.org,1990-12-10,01632 960 005,"73 Billy View
Alanburgh
FK6R 1GU",Male,Westmere Community Health NHS Trust,Mixed,Australia,ILR,Medical,FY1/FY2,Medicine & Acute Care,FY1,40382,2023-12-16,2024-01-27,20.0,0.53,GMC,Permanent,Active,EQ205563,2029-04-17,JZ400145,2029-07-28,2027-05-31,2024-01-06
EMP1031,Susan,North,josephford@example.com,1990-04-07,+442074960835,"3 Jonathan Ramp
Nicoleton
N7K 7EF",Male,Riverside Integrated Care NHS Trust,Black,Nigeria,British Citizen,Nursing,Senior Staff Nurse,Medicine & Acute Care,6,47908,2017-10-30,2017-12-11,18.75,0.5,None,Fixed Term,On Leave,JW072534,2028-03-04,WR820332,2030-01-30,2027-03-29,2017-11-20
EMP1032,Alice,Davies,antonycampbell@example.com,1962-04-17,0151 4960946,"Flat 0
Maurice Village
South Gillian
SG7 7WE",Male,Riverbank General Hospitals NHS Trust,White,Australia,Dependent,Admin,Administrator,Corporate Services,3,28879,2017-07-20,2017-08-24,20.0,0.53,None,Permanent,Inactive,KR179197,2027-09-14,EG465323,2026-12-03,2026-12-24,2017-08-10
EMP1033,Louise,Smith,leedavid@example.com,2000-03-02,0909 8790824,"02 Allen Forks
Johnburgh
PA5 0UG",Male,Lakeside District Hospitals NHS Trust,White,United Kingdom,Dependent,Medical,Registrar,Clinical Support Services,SPR,66909,2016-12-02,2017-01-13,37.5,1.0,HCPC,Permanent,On Leave,CU690566,2026-10-27,GV805074,2027-11-27,2027-05-29,2016-12-23
EMP1034,Karen,Gilbert,smithchristian@example.com,2001-07-12,+441134960861,"Studio 91
Cooper Drives
Lake Garry
WF1 0YU",Female,Riverbank General Hospitals NHS Trust,Asian,Japan,Skilled Worker,Nursing,Ward Manager,Emergency & Urgent Care,8A,62166,2026-08-24,2026-10-05,30.0,0.8,HCPC,Bank,Active,OF092407,2030-01-23,OZ527743,2029-06-26,2027-05-09,2026-09-14
EMP1035,Max,Newman,helenfrancis@example.net,2007-07-18,0151 4960582,"454 Morris Gateway
Joannaside
CV0M 9RH",Female,Eastfield Psychological Services NHS Trust,Asian,Thailand,Skilled Worker,Nursing,Staff Nurse,Critical Care & Anaesthesia,5,37306,2022-09-20,2022-11-01,30.0,0.8,GMC,Bank,Active,GK538300,2027-02-01,NF417793,2029-02-06,2027-03-07,2022-10-11
EMP1036,Aimee,Owens,francescathompson@example.net,1976-08-27,(0113) 496 0201,"0 Jackson Track
Chelseahaven
N5 4AW",Male,Midlands Central Hospitals NHS Trust,Black,Nigeria,Dependent,AHP,Radiographer,Critical Care & Anaesthesia,6,51744,2026-01-23,2026-02-20,15.0,0.4,NMC,Permanent,Active,OH886720,2026-12-14,NI386704,2030-07-03,2027-02-05,2026-02-13
EMP1037,Alison,Robertson,fthompson@example.net,1962-06-07,+44(0)113 4960786,"Studio 68V
Leslie Streets
West Harrystad
MK57 1ZQ",Female,Midlands Central Hospitals NHS Trust,White,United States,Dependent,Medical,SHO,Emergency & Urgent Care,SHO,58408,2023-09-09,2023-10-21,18.75,0.5,HCPC,Permanent,Suspended,AT451012,2030-10-25,XX377340,2030-12-26,2026-11-13,2023-09-30
EMP1038,Raymond,Elliott,zjones@example.com,1996-03-25,0191 4960654,"755 Oliver Squares
Hawkinsport
CR6E 0HS",Male,Riverbank General Hospitals NHS Trust,Black,Nigeria,Skilled Worker,Medical,FY1/FY2,Women & Children,FY1,39750,2022-04-15,2022-05-27,37.5,1.0,GMC,Permanent,On Leave,SS116071,2027-08-01,TG657741,2027-02-01,2027-04-18,2022-05-06
EMP1039,Charlotte,Wallis,chapmanantony@example.net,1984-05-11,(0909) 8790707,"Studio 39T
Edward Knoll
North Anthony
L2D 3HJ",Female,Midlands Central Hospitals NHS Trust,Asian,Japan,British Citizen,AHP,Occupational Therapist,Corporate Services,6,51903,2017-03-08,2017-04-05,20.0,0.53,None,Fixed Term,Suspended,WP795999,2030-07-12,TZ731151,2028-11-07,2027-01-01,2017-03-29
EMP1040,Derek,Morgan,ryanjamie@example.com,1986-10-16,02074960697,"60 Dean Branch
North Hollie
B9 4WF",Female,Hillcrest Medical Centres NHS Trust,Black,Trinidad and Tobago,Dependent,Nursing,Nursery Nurse,Medicine & Acute Care,2,27553,2023-01-01,2023-02-12,18.75,0.5,None,Fixed Term,Inactive,DA940963,2028-07-11,VY558443,2028-10-09,2026-11-07,2023-01-22
EMP1041,Andrea,Warren,freemanmark@example.com,1989-11-26,01214960272,"Flat 36
Barber Neck
North Heatherton
TF0 8YR",Female,Midlands Central Hospitals NHS Trust,Mixed,Thailand,Skilled Worker,AHP,Occupational Therapist,Critical Care & Anaesthesia,6,47810,2020-10-23,2020-11-20,18.75,0.5,HCPC,Permanent,Inactive,XA283859,2028-04-20,UE672299,2030-03-27,2027-08-10,2020-11-13
EMP1042,Paul,Evans,bernardjarvis@example.net,1995-08-11,0117 4960758,"Studio 53J
Joseph Crossroad
Gibsonland
EC4A 3GA",Female,Valleyview Mental Wellness NHS Trust,Mixed,Canada,British Citizen,Medical,Registrar,Medicine & Acute Care,SPR,70106,2024-02-07,2024-03-13,15.0,0.4,GMC,Bank,Suspended,DA329010,2028-01-27,UF255511,2027-05-05,2027-05-23,2024-02-28
EMP1043,Jill,Shaw,alice93@example.net,1967-09-04,+441144960082,"Flat 49V
Tony Freeway
East Keithmouth
L6 2JP",Female,Southgate Community & Mental Health NHS Trust,White,New Zealand,Dependent,Admin,Administrator,Emergency & Urgent Care,3,28938,2017-06-05,2017-07-10,37.5,1.0,HCPC,Fixed Term,Suspended,YY517448,2026-10-18,UF482459,2030-10-26,2027-09-10,2017-06-26
EMP1044,Valerie,Brooks,chloe63@example.net,1970-12-03,+44(0)808 157 0009,"Flat 7
Sylvia Court
Louisbury
DE59 2YL",Female,Bluewater Community & Rehabilitation NHS Trust,White,United States,British Citizen,Admin,Receptionist,Surgery & Cancer,3,28421,2023-09-21,2023-10-26,18.75,0.5,None,Permanent,On Leave,XS989613,2029-10-12,JA017163,2029-07-08,2027-08-22,2023-10-12
EMP1045,Damien,Jennings,gail18@example.org,1972-10-06,0118 496 0236,"Flat 99
O'Sullivan Summit
Dorothyfort
JE8 3GJ",Male,Greenhaven Acute & Specialist Care NHS Trust,Mixed,New Zealand,British Citizen,Admin,Data Analyst,Corporate Services,8A,56512,2025-12-01,2025-12-29,30.0,0.8,NMC,Bank,Inactive,OW103199,2030-06-17,ZK689924,2027-12-24,2026-10-12,2025-12-22
EMP1046,Denis,Miles,nixonlinda@example.net,1962-06-05,0115 4960349,"850 Shane Islands
Martinfort
B5E 3GL",Female,Midlands Central Hospitals NHS Trust,Asian,Japan,Skilled Worker,Medical,Consultant,Women & Children,CONS,126737,2020-02-27,2020-04-09,18.75,0.5,HCPC,Fixed Term,Suspended,AB588810,2030-08-19,ZM984650,2028-10-03,2026-11-17,2020-03-19
EMP1047,Gemma,Parkinson,ymoore@example.com,1961-09-01,(029) 2018724,"91 Lewis Views
Hopeside
DG3 1XL",Female,Bluewater Community & Rehabilitation NHS Trust,White,New Zealand,ILR,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,25908,2021-11-20,2021-12-18,37.5,1.0,HCPC,Fixed Term,Suspended,UE107574,2029-12-05,TZ389018,2029-06-15,2027-03-13,2021-12-11
EMP1048,Danny,Jones,marshalljill@example.com,2005-01-15,(0118)4960042,"53 Nicola Bridge
Lake Graeme
M2A 8WS",Male,Northwood Mental Health NHS Trust,Black,Barbados,Skilled Worker,AHP,Physiotherapist,Clinical Support Services,6,47716,2023-05-29,2023-07-10,20.0,0.53,HCPC,Bank,Suspended,NZ218698,2026-12-20,MM594423,2027-09-24,2027-03-11,2023-06-19
EMP1049,Maurice,Robinson,maria31@example.net,1964-05-18,+4420 74960802,"Flat 4
Young Haven
Lake Martin
KT44 5NY",Female,Southvale Hospitals NHS Trust,Black,Barbados,Skilled Worker,Medical,Registrar,Surgery & Cancer,SPR,67759,2023-09-25,2023-10-23,18.75,0.5,None,Fixed Term,On Leave,VX637478,2028-08-31,PJ434418,2030-07-30,2027-01-20,2023-10-16
EMP1050,Gerald,Bird,garywilliams@example.net,1984-11-01,(0113)4960327,"20 Samantha Ways
Clarkstad
W37 9YA",Male,Meadowbrook Community Health NHS Trust,Mixed,South Africa,British Citizen,AHP,Occupational Therapist,Critical Care & Anaesthesia,6,51006,2021-04-02,2021-04-30,37.5,1.0,GMC,Fixed Term,Active,PO403655,2027-02-17,MB551442,2030-06-15,2027-07-27,2021-04-23
EMP1051,Owen,Smith,sarahgilbert@example.net,2005-05-15,0141 496 0404,"09 Glenn Parkways
Jackville
S8T 2FG",Female,Meadowbrook Community Health NHS Trust,Asian,Thailand,Skilled Worker,AHP,Speech Therapist,Critical Care & Anaesthesia,6,44473,2025-05-28,2025-06-25,30.0,0.8,HCPC,Fixed Term,Inactive,TO652014,2028-09-09,UP887241,2029-10-22,2026-11-07,2025-06-18
EMP1052,Shane,Kelly,adamsbilly@example.com,1984-09-21,+44(0)1632 960250,"Studio 10
Adam Fork
New Melissafurt
DL4W 9AP",Female,Broadfield Clinical Services NHS Trust,Mixed,United States,Skilled Worker,Medical,Registrar,Women & Children,SPR,84461,2026-04-21,2026-06-02,20.0,0.53,HCPC,Bank,Suspended,RX843690,2030-07-28,PY739232,2028-01-13,2027-01-27,2026-05-12
EMP1053,Gregory,Woods,jrees@example.com,2008-03-01,+441134960661,"1 Declan Islands
Dannybury
YO6 5JD",Male,Southgate Community & Mental Health NHS Trust,Mixed,Japan,British Citizen,Admin,Medical Secretary,Medicine & Acute Care,4,32268,2023-04-27,2023-05-25,18.75,0.5,NMC,Permanent,Suspended,ZZ471410,2029-03-24,TY238774,2030-03-09,2026-11-25,2023-05-18
EMP1054,Jason,Reed,fholt@example.net,1997-11-12,0141 4960606,"Flat 2
Rebecca Island
Ameliatown
L9 5GP",Female,Hillcrest Medical Centres NHS Trust,Asian,China,ILR,Medical,Consultant,Emergency & Urgent Care,CONS,136552,2019-12-20,2020-01-24,37.5,1.0,None,Permanent,Active,YY796289,2030-08-05,LQ301038,2030-11-20,2027-03-01,2020-01-10
EMP1055,Russell,Wood,donnawilkins@example.net,1987-04-30,(0909) 879 0422,"Studio 63
Cross Trail
Cameronland
GL4H 9WY",Male,Valleyview Mental Wellness NHS Trust,Black,Barbados,Dependent,AHP,Occupational Therapist,Surgery & Cancer,6,45686,2025-11-10,2025-12-22,15.0,0.4,GMC,Permanent,Suspended,DG348417,2028-06-10,SL777868,2030-03-18,2027-08-07,2025-12-01
EMP1056,Joan,Sullivan,yprice@example.org,2002-02-05,(0117)4960788,"Flat 97Z
Wood Passage
Neilview
G68 4GY",Male,Hillcrest Medical Centres NHS Trust,Black,Ghana,ILR,Medical,SHO,Surgery & Cancer,SHO,50400,2022-05-15,2022-06-26,20.0,0.53,GMC,Fixed Term,Active,OO388162,2029-11-07,NH313406,2027-07-07,2027-03-18,2022-06-05
EMP1057,Anthony,Scott,nigel37@example.net,1967-07-26,+44(0)117 4960633,"945 Black River
Lake Ellie
NW4 5LF",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Barbados,Dependent,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,46733,2018-03-06,2018-04-17,18.75,0.5,NMC,Fixed Term,Active,GZ013761,2028-08-20,LV796192,2027-03-09,2027-05-08,2018-03-27
