booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00009273-20260913_210743,2026-09-13,22:30:00,04:30:00,Southgate Community & Mental Health NHS Trust,Admin,Postnatal Care,Women & Children,Administrator,Data Analyst,8A,28.21,35.9,EMP0091-20260913_210743,Sandra Mitchell,Annual Leave Cover,2025-03-18
BR-00009274-20260913_210743,2025-12-12,09:30:00,21:30:00,Valleyview Mental Wellness NHS Trust,Admin,General Surgery,Surgery & Cancer,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0715-20260913_210743,Valerie Harper,Staff Shortage,2024-11-11
BR-00009275-20260913_210743,2025-12-13,12:30:00,23:30:00,Southgate Community & Mental Health NHS Trust,Admin,Obstetrics,Women & Children,Data Analyst,Administrator,3,13.33,16.41,EMP0381-20260913_210743,Mr Ross Ashton,Night Shift Cover,2025-12-18
BR-00009276-20260913_210743,2027-04-12,01:45:00,10:45:00,Horizon Integrated Health Partnership NHS Trust,Admin,Dermatology,Medicine & Acute Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0164-20260913_210743,Patrick Dennis-Stewart,Planned Leave Cover,2025-12-28
BR-00009277-20260913_210743,2026-02-01,23:30:00,07:30:00,Westmere Community Health NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1149-20260913_210743,Samuel Rose,Increased Patient Demand,2024-10-24
BR-00009278-20260913_210743,2026-07-13,11:30:00,12:30:00,Southgate Community & Mental Health NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP1163-20260913_210743,Carl Walsh-Graham,High Acuity Patients,2025-02-01
BR-00009279-20260913_210743,2026-03-25,17:30:00,18:30:00,Northshire University Hospitals NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Radiographer,Radiographer,6,22.56,28.21,EMP0209-20260913_210743,Geraldine Hall,Sickness Cover,2026-01-09
BR-00009280-20260913_210743,2026-01-22,19:45:00,05:45:00,Eastfield Psychological Services NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0035-20260913_210743,Jane Archer,Sickness Cover,2024-10-13
BR-00009281-20260913_210743,2026-07-06,09:45:00,17:45:00,Westmere Community Health NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Healthcare Assistant,Ward Manager,8A,28.21,35.9,EMP1005-20260913_210743,Timothy Carey,Increased Patient Demand,2025-07-20
BR-00009282-20260913_210743,2026-09-23,10:30:00,13:30:00,Broadfield Clinical Services NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,FY1/FY2,SHO,SHO,23.08,30.77,EMP0941-20260913_210743,Holly Taylor,Additional Patient Safety Cover,2025-05-06
BR-00009283-20260913_210743,2026-08-25,09:15:00,16:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Radiology,Clinical Support Services,GP,Consultant,CONS,48.72,71.79,EMP0183-20260913_210743,Pamela Tucker,Annual Leave Cover,2026-06-04
BR-00009284-20260913_210743,2026-09-26,18:45:00,02:45:00,Eastfield Psychological Services NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0225-20260913_210743,Gordon Poole,Specialist Skills Required,2025-05-10
BR-00009285-20260913_210743,2026-12-07,22:00:00,08:00:00,Northwood Mental Health NHS Trust,AHP,Pharmacy,Clinical Support Services,Pharmacist,Radiographer,6,22.56,28.21,EMP1027-20260913_210743,Roger Reed,New Service Requirement,2024-11-13
BR-00009286-20260913_210743,2026-08-09,00:15:00,07:15:00,Riverbank General Hospitals NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Receptionist,Receptionist,3,13.33,16.41,EMP0669-20260913_210743,Rachael Robinson-Robertson,Additional Patient Safety Cover,2024-11-21
BR-00009287-20260913_210743,2027-05-24,11:15:00,22:15:00,Midlands Central Hospitals NHS Trust,Nursing,Paediatrics,Women & Children,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0827-20260913_210743,Carol Bennett-Gardner,Weekend Cover,2024-11-22
BR-00009288-20260913_210743,2026-05-28,10:45:00,15:45:00,Meadowbrook Community Health NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Registrar,Consultant,CONS,48.72,71.79,EMP0456-20260913_210743,Dr Mohammad Cooper,Weekend Cover,2026-04-06
BR-00009289-20260913_210743,2025-12-18,17:45:00,02:45:00,Southgate Community & Mental Health NHS Trust,Admin,General Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP0444-20260913_210743,Dr Daniel Wright,Study Leave Cover,2024-12-29
BR-00009290-20260913_210743,2026-04-03,20:30:00,23:30:00,Southvale Hospitals NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,SHO,SHO,23.08,30.77,EMP0062-20260913_210743,Bernard Bryan,Increased Patient Demand,2025-03-11
BR-00009291-20260913_210743,2027-07-31,21:30:00,03:30:00,Southgate Community & Mental Health NHS Trust,Nursing,Communications,Corporate Services,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0837-20260913_210743,Alexander Wilkinson,Maternity Leave Cover,2025-08-10
BR-00009292-20260913_210743,2027-02-28,14:15:00,17:15:00,Westmere Community Health NHS Trust,Nursing,Geriatrics,Medicine & Acute Care,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0918-20260913_210743,Mr Robert Marshall,Bank Holiday Cover,2026-02-14
BR-00009293-20260913_210743,2026-07-15,19:00:00,03:00:00,Meadowbrook Community Health NHS Trust,Admin,Radiology,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0018-20260913_210743,Duncan White,Specialist Skills Required,2026-03-24
BR-00009294-20260913_210743,2027-08-10,05:15:00,16:15:00,Oakridge Community Services NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0318-20260913_210743,Mrs Chloe Hurst,Training Cover,2025-09-28
BR-00009295-20260913_210743,2027-08-29,07:45:00,11:45:00,Meadowbrook Community Health NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,FY1/FY2,GP,GP,46.15,61.54,EMP0745-20260913_210743,Sian Baxter,High Acuity Patients,2025-01-28
BR-00009296-20260913_210743,2025-09-12,02:45:00,03:45:00,Riverbank General Hospitals NHS Trust,Admin,Dermatology,Medicine & Acute Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0484-20260913_210743,Miss Cheryl Lee,Additional Patient Safety Cover,2025-06-25
BR-00009297-20260913_210743,2025-10-10,15:15:00,18:15:00,Meadowbrook Community Health NHS Trust,AHP,Obstetrics,Women & Children,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0130-20260913_210743,Abbie Bowen-Baker,Study Leave Cover,2025-10-27
BR-00009298-20260913_210743,2025-09-28,01:45:00,11:45:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Physiologist,Physiologist,6,22.56,28.21,EMP0306-20260913_210743,Dr Paul Greenwood,Planned Leave Cover,2026-09-04
BR-00009299-20260913_210743,2026-07-23,02:30:00,09:30:00,Lakeside District Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Speech Therapist,Physiologist,6,22.56,28.21,EMP0677-20260913_210743,Alexander Hicks-Fitzgerald,Planned Leave Cover,2025-07-02
BR-00009300-20260913_210743,2026-03-01,18:30:00,05:30:00,Lakeside District Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Physiologist,Pharmacist,5,18.97,23.08,EMP1054-20260913_210743,Miss Wendy O'Brien,Planned Leave Cover,2025-08-13
BR-00009301-20260913_210743,2027-07-25,12:30:00,22:30:00,Eastfield Psychological Services NHS Trust,Nursing,Neurosurgery,Surgery & Cancer,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0984-20260913_210743,Christian Vincent,Weekend Cover,2025-02-21
BR-00009302-20260913_210743,2027-03-24,23:15:00,05:15:00,Midlands Central Hospitals NHS Trust,AHP,Communications,Corporate Services,Physiotherapist,Physiologist,6,22.56,28.21,EMP0342-20260913_210743,Clifford Bennett,Bank Holiday Cover,2026-08-04
BR-00009303-20260913_210743,2026-10-30,17:45:00,00:45:00,Hillcrest Medical Centres NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0571-20260913_210743,Miss Tracy Webb,Specialist Skills Required,2025-09-30
BR-00009304-20260913_210743,2025-11-26,20:00:00,02:00:00,Northwood Mental Health NHS Trust,Medical,Postnatal Care,Women & Children,GP,FY1/FY2,FY1,18.46,21.54,EMP0685-20260913_210743,Megan Harris-Jones,Maternity Leave Cover,2026-03-27
BR-00009305-20260913_210743,2026-12-13,00:30:00,04:30:00,Lakeside District Hospitals NHS Trust,Medical,Pharmacy,Clinical Support Services,SHO,GP,GP,46.15,61.54,EMP1197-20260913_210743,Eileen Davies-Watts,Study Leave Cover,2025-12-26
BR-00009306-20260913_210743,2026-11-17,09:15:00,11:15:00,Broadfield Clinical Services NHS Trust,AHP,Facilities Management,Corporate Services,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0468-20260913_210743,Dr Martin Long,Additional Patient Safety Cover,2026-08-07
BR-00009307-20260913_210743,2026-10-22,20:45:00,08:45:00,Southvale Hospitals NHS Trust,Nursing,Finance,Corporate Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP1012-20260913_210743,Declan Doherty,High Acuity Patients,2025-10-20
BR-00009308-20260913_210743,2026-11-04,08:30:00,13:30:00,Eastmoor Teaching Hospitals NHS Trust,Medical,IT Support,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0056-20260913_210743,Dr Henry Talbot,Planned Leave Cover,2025-11-29
BR-00009309-20260913_210743,2027-04-26,13:00:00,18:00:00,Southvale Hospitals NHS Trust,AHP,Haematology,Medicine & Acute Care,Radiographer,Speech Therapist,6,22.56,28.21,EMP0386-20260913_210743,Ms Beverley Taylor,Specialist Skills Required,2024-10-06
BR-00009310-20260913_210743,2027-09-10,23:30:00,08:30:00,Riverside Integrated Care NHS Trust,Admin,Endocrinology,Medicine & Acute Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0955-20260913_210743,Jake Fisher-Day,Staff Redeployment,2025-05-30
BR-00009311-20260913_210743,2027-08-25,09:15:00,15:15:00,Lakeside District Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,Consultant,CONS,48.72,71.79,EMP0040-20260913_210743,Catherine Norris,High Acuity Patients,2025-10-18
BR-00009312-20260913_210743,2027-08-10,06:15:00,15:15:00,Riverbank General Hospitals NHS Trust,Admin,Facilities Management,Corporate Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0913-20260913_210743,Ronald Clark,New Service Requirement,2025-08-20
BR-00009313-20260913_210743,2026-08-30,17:30:00,20:30:00,Eastfield Psychological Services NHS Trust,Medical,Postnatal Care,Women & Children,FY1/FY2,SHO,SHO,23.08,30.77,EMP0426-20260913_210743,Maria Rees,Maternity Leave Cover,2026-03-16
BR-00009314-20260913_210743,2027-06-23,20:45:00,22:45:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0197-20260913_210743,Mrs Katherine Watson,Planned Leave Cover,2025-11-04
BR-00009315-20260913_210743,2026-04-08,23:30:00,07:30:00,Westmere Community Health NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Registrar,SHO,SHO,23.08,30.77,EMP0045-20260913_210743,Dr Billy Kirk,Operational Requirement,2025-02-07
BR-00009316-20260913_210743,2027-02-09,00:00:00,11:00:00,Meadowbrook Community Health NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Medical Secretary,Administrator,3,13.33,16.41,EMP0545-20260913_210743,Ms Marian Clark,Additional Patient Safety Cover,2025-02-02
BR-00009317-20260913_210743,2026-09-08,10:15:00,16:15:00,Hillcrest Medical Centres NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0457-20260913_210743,Dr Fiona Brown,Bank Holiday Cover,2025-08-26
BR-00009318-20260913_210743,2026-06-07,13:15:00,16:15:00,Meadowbrook Community Health NHS Trust,Admin,Obstetrics,Women & Children,Data Analyst,Receptionist,3,13.33,16.41,EMP0835-20260913_210743,Caroline Richardson,Additional Patient Safety Cover,2025-09-02
BR-00009319-20260913_210743,2027-07-19,04:00:00,14:00:00,Oakridge Community Services NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,SHO,GP,GP,46.15,61.54,EMP0394-20260913_210743,Janet Saunders,Additional Patient Safety Cover,2025-08-24
BR-00009320-20260913_210743,2026-12-20,13:45:00,16:45:00,Lakeside District Hospitals NHS Trust,AHP,Finance,Corporate Services,Radiographer,Pharmacist,5,18.97,23.08,EMP0708-20260913_210743,Kim Lewis-Phillips,Ward Capacity Increase,2026-06-30
BR-00009321-20260913_210743,2027-04-02,22:45:00,09:45:00,Westmere Community Health NHS Trust,AHP,Paediatrics,Women & Children,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0917-20260913_210743,Daniel Newton,Annual Leave Cover,2025-08-22
BR-00009322-20260913_210743,2027-06-28,07:00:00,15:00:00,Horizon Integrated Health Partnership NHS Trust,Medical,Dermatology,Medicine & Acute Care,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0844-20260913_210743,Beth Macdonald,New Service Requirement,2024-11-20
BR-00009323-20260913_210743,2026-01-28,09:45:00,12:45:00,Eastfield Psychological Services NHS Trust,Admin,Communications,Corporate Services,Administrator,Administrator,3,13.33,16.41,EMP1132-20260913_210743,Mr Kyle Thomson,Unexpected Absence,2024-11-30
BR-00009324-20260913_210743,2027-06-24,06:45:00,09:45:00,Westborough Acute Care NHS Trust,AHP,Obstetrics,Women & Children,Physiotherapist,Physiologist,6,22.56,28.21,EMP0776-20260913_210743,Dr Jamie Kirk,Additional Patient Safety Cover,2025-04-03
BR-00009325-20260913_210743,2026-04-03,18:30:00,06:30:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Paediatrics,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0749-20260913_210743,Catherine Griffiths,Staff Redeployment,2024-09-21
BR-00009326-20260913_210743,2027-03-08,14:15:00,22:15:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0011-20260913_210743,Conor Lee-Williams,Increased Patient Demand,2025-02-09
BR-00009327-20260913_210743,2026-03-18,05:45:00,17:45:00,Southvale Hospitals NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP0943-20260913_210743,Ms Susan Ryan,Planned Leave Cover,2026-01-14
BR-00009328-20260913_210743,2026-01-04,18:15:00,00:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Obstetrics,Women & Children,Registrar,Consultant,CONS,48.72,71.79,EMP0199-20260913_210743,Dr James Wilson,High Acuity Patients,2025-06-02
BR-00009329-20260913_210743,2026-03-25,17:30:00,22:30:00,Eastfield Psychological Services NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0632-20260913_210743,Katie Nolan,Training Cover,2024-10-16
BR-00009330-20260913_210743,2027-04-24,04:15:00,14:15:00,Broadfield Clinical Services NHS Trust,AHP,Postnatal Care,Women & Children,Physiotherapist,Physiologist,6,22.56,28.21,EMP0362-20260913_210743,Bryan Wright,Emergency Cover,2025-08-23
BR-00009331-20260913_210743,2026-03-28,16:30:00,18:30:00,Northwood Mental Health NHS Trust,Nursing,Finance,Corporate Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0171-20260913_210743,Nathan Ahmed,Increased Patient Demand,2025-11-30
BR-00009332-20260913_210743,2026-05-16,10:30:00,21:30:00,Meadowbrook Community Health NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,Registrar,GP,GP,46.15,61.54,EMP0029-20260913_210743,Clive Coates-Marsh,Staff Shortage,2025-10-07
BR-00009333-20260913_210743,2027-09-10,10:30:00,18:30:00,Lakeside District Hospitals NHS Trust,Nursing,Rheumatology,Medicine & Acute Care,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0662-20260913_210743,Dr Brian Pearce,Planned Leave Cover,2024-12-11
BR-00009334-20260913_210743,2026-08-10,18:00:00,06:00:00,Meadowbrook Community Health NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Consultant,Registrar,SPR,33.33,43.59,EMP0361-20260913_210743,Susan Harvey,Unexpected Absence,2026-05-09
BR-00009335-20260913_210743,2026-07-06,10:00:00,21:00:00,Northshire University Hospitals NHS Trust,Medical,Postnatal Care,Women & Children,Consultant,Consultant,CONS,48.72,71.79,EMP0052-20260913_210743,Mr Geoffrey Lloyd,High Acuity Patients,2025-03-11
BR-00009336-20260913_210743,2025-09-19,22:00:00,03:00:00,Riverside Integrated Care NHS Trust,Medical,Neurosurgery,Surgery & Cancer,GP,Registrar,SPR,33.33,43.59,EMP0124-20260913_210743,Mr Callum Smith,Additional Patient Safety Cover,2026-06-18
BR-00009337-20260913_210743,2027-03-07,19:15:00,03:15:00,Eastfield Psychological Services NHS Trust,AHP,Geriatrics,Medicine & Acute Care,Pharmacist,Pharmacist,5,18.97,23.08,EMP0845-20260913_210743,James Cole,Bank Holiday Cover,2025-02-01
BR-00009338-20260913_210743,2026-11-23,23:30:00,08:30:00,Valleyview Mental Wellness NHS Trust,AHP,Postnatal Care,Women & Children,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0684-20260913_210743,Natalie Parry,Bank Holiday Cover,2025-03-23
BR-00009339-20260913_210743,2026-02-04,17:00:00,19:00:00,Horizon Integrated Health Partnership NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,Registrar,SPR,33.33,43.59,EMP0761-20260913_210743,Steven Farmer,Emergency Cover,2026-06-26
BR-00009340-20260913_210743,2026-07-08,13:00:00,21:00:00,Midlands Central Hospitals NHS Trust,Nursing,General Surgery,Surgery & Cancer,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0237-20260913_210743,Gordon Wright,Staff Shortage,2025-06-02
BR-00009341-20260913_210743,2026-10-27,23:15:00,04:15:00,Westmere Community Health NHS Trust,Medical,Neurosurgery,Surgery & Cancer,Consultant,SHO,SHO,23.08,30.77,EMP0610-20260913_210743,Janice Lewis,Maternity Leave Cover,2025-04-02
BR-00009342-20260913_210743,2026-10-06,04:15:00,07:15:00,Southvale Hospitals NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0782-20260913_210743,Katy Gardner,Annual Leave Cover,2025-04-14
BR-00009343-20260913_210743,2027-03-23,15:00:00,16:00:00,Midlands Central Hospitals NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP1148-20260913_210743,Maurice Burton-Davis,High Acuity Patients,2026-02-02
BR-00009344-20260913_210743,2026-04-05,02:30:00,09:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Physiotherapy,Clinical Support Services,GP,SHO,SHO,23.08,30.77,EMP1106-20260913_210743,Mr Shane Bolton,Weekend Cover,2025-08-04
BR-00009345-20260913_210743,2026-09-19,03:00:00,05:00:00,Riverbank General Hospitals NHS Trust,Admin,Pathology,Clinical Support Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP1138-20260913_210743,Mr Howard Bennett,Staff Shortage,2024-12-05
BR-00009346-20260913_210743,2026-11-02,01:15:00,07:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0879-20260913_210743,Peter Simpson,Unexpected Absence,2024-10-18
BR-00009347-20260913_210743,2027-06-09,08:15:00,20:15:00,Eastfield Psychological Services NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0983-20260913_210743,Dr Norman Wright,High Acuity Patients,2025-07-15
BR-00009348-20260913_210743,2026-12-24,17:00:00,01:00:00,Southvale Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Pharmacist,Physiologist,6,22.56,28.21,EMP0596-20260913_210743,Steven Read,Operational Requirement,2025-12-19
BR-00009349-20260913_210743,2025-11-26,21:45:00,09:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Facilities Management,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0903-20260913_210743,Joshua Connolly,Additional Patient Safety Cover,2026-04-25
BR-00009350-20260913_210743,2027-02-03,21:15:00,09:15:00,Hillcrest Medical Centres NHS Trust,Nursing,General Surgery,Surgery & Cancer,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP1038-20260913_210743,Dorothy Cox,Staff Redeployment,2025-02-22
BR-00009351-20260913_210743,2025-09-12,12:30:00,18:30:00,Riverbank General Hospitals NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0553-20260913_210743,Nicola Newton,Weekend Cover,2025-07-21
BR-00009352-20260913_210743,2025-12-01,21:30:00,00:30:00,Valleyview Mental Wellness NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,SHO,SHO,23.08,30.77,EMP0616-20260913_210743,Elliott Ball,Staff Shortage,2025-08-15
BR-00009353-20260913_210743,2026-11-15,02:00:00,09:00:00,Valleyview Mental Wellness NHS Trust,Medical,IT Support,Corporate Services,SHO,SHO,SHO,23.08,30.77,EMP0375-20260913_210743,Malcolm Bennett,Bank Holiday Cover,2026-04-07
BR-00009354-20260913_210743,2026-06-22,10:45:00,16:45:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Gynaecology,Women & Children,Radiographer,Speech Therapist,6,22.56,28.21,EMP0991-20260913_210743,Andrea Cooper,High Acuity Patients,2025-02-05
BR-00009355-20260913_210743,2027-08-02,08:15:00,19:15:00,Southvale Hospitals NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0107-20260913_210743,Clifford Turner,Additional Patient Safety Cover,2026-04-27
BR-00009356-20260913_210743,2026-03-06,21:30:00,23:30:00,Midlands Central Hospitals NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,SHO,SHO,23.08,30.77,EMP0723-20260913_210743,David Curtis,Staff Shortage,2024-09-26
BR-00009357-20260913_210743,2025-09-19,16:15:00,04:15:00,Horizon Integrated Health Partnership NHS Trust,Admin,Dermatology,Medicine & Acute Care,Receptionist,Medical Secretary,4,15.38,19.49,EMP0945-20260913_210743,Miss Melanie Davis,Emergency Cover,2025-11-09
BR-00009358-20260913_210743,2026-09-25,01:30:00,08:30:00,Northshire University Hospitals NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0386-20260913_210743,Mrs Claire Watts,Sickness Cover,2026-06-17
BR-00009359-20260913_210743,2026-06-18,04:45:00,11:45:00,Oakridge Community Services NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0567-20260913_210743,Timothy Robson,High Acuity Patients,2025-09-24
BR-00009360-20260913_210743,2026-09-03,12:15:00,21:15:00,Midlands Central Hospitals NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Registrar,GP,GP,46.15,61.54,EMP0295-20260913_210743,Dr Jeffrey Carter,Weekend Cover,2025-04-19
BR-00009361-20260913_210743,2027-04-19,15:30:00,23:30:00,Hillcrest Medical Centres NHS Trust,Nursing,Facilities Management,Corporate Services,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP1084-20260913_210743,Gillian Harvey-Young,High Acuity Patients,2025-05-08
BR-00009362-20260913_210743,2026-01-01,02:00:00,09:00:00,Riverbank General Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0275-20260913_210743,Mrs Joanna Sykes,Night Shift Cover,2026-08-16
BR-00009363-20260913_210743,2026-08-07,06:45:00,17:45:00,Riverside Integrated Care NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Speech Therapist,Radiographer,6,22.56,28.21,EMP0582-20260913_210743,Rita Hope,Staff Redeployment,2026-01-28
BR-00009364-20260913_210743,2025-10-27,19:45:00,02:45:00,Westborough Acute Care NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Receptionist,3,13.33,16.41,EMP0111-20260913_210743,Amber King,Staff Shortage,2026-04-02
BR-00009365-20260913_210743,2027-07-14,02:45:00,05:45:00,Hillcrest Medical Centres NHS Trust,AHP,Postnatal Care,Women & Children,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0968-20260913_210743,Ms Debra Fuller,Unexpected Absence,2025-05-05
BR-00009366-20260913_210743,2027-08-29,02:00:00,06:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,Consultant,CONS,48.72,71.79,EMP0130-20260913_210743,Margaret Turner,Staff Redeployment,2026-01-22
BR-00009367-20260913_210743,2027-03-17,01:45:00,02:45:00,Broadfield Clinical Services NHS Trust,Nursing,Paediatrics,Women & Children,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0169-20260913_210743,Lewis Harris,Study Leave Cover,2026-07-07
BR-00009368-20260913_210743,2027-08-23,06:30:00,12:30:00,Valleyview Mental Wellness NHS Trust,Admin,Radiology,Clinical Support Services,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0623-20260913_210743,Paula Hunt,Maternity Leave Cover,2026-05-10
BR-00009369-20260913_210743,2026-09-28,03:15:00,15:15:00,Northwood Mental Health NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0825-20260913_210743,Maureen Kay-O'Donnell,Study Leave Cover,2026-04-06
BR-00009370-20260913_210743,2027-02-13,05:15:00,15:15:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Neurology,Medicine & Acute Care,Radiographer,Physiotherapist,6,22.56,28.21,EMP0751-20260913_210743,Tracey Metcalfe,Annual Leave Cover,2025-08-19
BR-00009371-20260913_210743,2027-01-28,15:45:00,17:45:00,Northwood Mental Health NHS Trust,Nursing,Cardiology,Medicine & Acute Care,Healthcare Assistant,Ward Manager,8A,28.21,35.9,EMP0558-20260913_210743,Ms Beth Lee,Study Leave Cover,2025-05-23
BR-00009372-20260913_210743,2026-12-22,23:00:00,11:00:00,Southgate Community & Mental Health NHS Trust,Admin,Human Resources,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0652-20260913_210743,Jasmine Singh-Robinson,Emergency Cover,2026-03-08
BR-00009373-20260913_210743,2027-02-18,09:15:00,13:15:00,Hillcrest Medical Centres NHS Trust,Admin,Haematology,Medicine & Acute Care,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0816-20260913_210743,Mohamed Moore,Annual Leave Cover,2026-08-29
BR-00009374-20260913_210743,2026-09-04,09:00:00,18:00:00,Southvale Hospitals NHS Trust,AHP,General Surgery,Surgery & Cancer,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0671-20260913_210743,Leah Fisher,Night Shift Cover,2025-10-06
